Date,AUD,CAD,EUR,GBP,USD
09/09/10,1,0.955,0.7273,0.6006,0.9247
09/08/10,1,0.9614,0.7223,0.5938,0.9171
09/07/10,1,0.9502,0.7152,0.5948,0.9115
09/06/10,1,0.9493,0.7127,0.5974,0.9175
09/05/10,1,0.9622,0.7095,0.5912,0.9106
09/04/10,1,0.9622,0.7095,0.5912,0.9106
09/03/10,1,0.9622,0.7095,0.5912,0.9106
09/02/10,1,0.954,0.7093,0.5906,0.9091
09/01/10,1,0.9589,0.7072,0.5877,0.9052
08/31/10,1,0.943,0.6991,0.5766,0.8865
08/30/10,1,0.9415,0.7062,0.5766,0.8968
08/29/10,1,0.9417,0.6982,0.573,0.8877
08/28/10,1,0.9417,0.6982,0.573,0.8877
08/27/10,1,0.9417,0.6982,0.573,0.8877
08/26/10,1,0.9376,0.6984,0.5709,0.8865
08/25/10,1,0.9373,0.6969,0.5704,0.879
08/24/10,1,0.9376,0.6993,0.5729,0.8818
08/23/10,1,0.9373,0.7052,0.5761,0.8958
08/22/10,1,0.931,0.6986,0.5722,0.888
08/21/10,1,0.931,0.6986,0.5722,0.888
08/20/10,1,0.931,0.6986,0.5722,0.888
08/19/10,1,0.9244,0.7014,0.5755,0.9003
08/18/10,1,0.9275,0.7007,0.5769,0.9025
08/17/10,1,0.9361,0.7017,0.5775,0.9024
08/16/10,1,0.9296,0.6955,0.571,0.8916
08/15/10,1,0.9334,0.7003,0.5751,0.8963
08/14/10,1,0.9334,0.7003,0.5751,0.8963
08/13/10,1,0.9334,0.7003,0.5751,0.8963
08/12/10,1,0.9355,0.6983,0.573,0.8931
08/11/10,1,0.9377,0.6944,0.5748,0.9038
08/10/10,1,0.9397,0.6912,0.5773,0.9077
08/09/10,1,0.9452,0.6933,0.5757,0.9189
08/08/10,1,0.9381,0.6966,0.5782,0.9178
08/07/10,1,0.9381,0.6966,0.5782,0.9178
08/06/10,1,0.9381,0.6966,0.5782,0.9178
08/05/10,1,0.9258,0.693,0.5747,0.9137
08/04/10,1,0.9339,0.6914,0.5727,0.913
08/03/10,1,0.9334,0.6892,0.5719,0.9112
08/02/10,1,0.932,0.697,0.5757,0.9111
08/01/10,1,0.93,0.6913,0.5771,0.9006
07/31/10,1,0.93,0.6913,0.5771,0.9006
07/30/10,1,0.93,0.6913,0.5771,0.9006
07/29/10,1,0.9313,0.6897,0.577,0.9013
07/28/10,1,0.9224,0.6888,0.5744,0.8949
07/27/10,1,0.9292,0.6943,0.582,0.9049
07/26/10,1,0.9286,0.6932,0.5783,0.8964
07/25/10,1,0.9278,0.6931,0.5803,0.8939
07/24/10,1,0.9278,0.6931,0.5803,0.8939
07/23/10,1,0.9278,0.6931,0.5803,0.8939
07/22/10,1,0.9248,0.6908,0.5822,0.8877
07/21/10,1,0.917,0.6903,0.5795,0.8847
07/20/10,1,0.9229,0.6794,0.5758,0.8727
07/19/10,1,0.9146,0.6692,0.5677,0.8671
07/18/10,1,0.9172,0.6751,0.5707,0.8777
07/17/10,1,0.9172,0.6751,0.5707,0.8777
07/16/10,1,0.9172,0.6751,0.5707,0.8777
07/15/10,1,0.9102,0.6895,0.5762,0.8844
07/14/10,1,0.9134,0.6942,0.5792,0.8818
07/13/10,1,0.9053,0.6975,0.5802,0.8767
07/12/10,1,0.9019,0.6945,0.5808,0.8732
07/11/10,1,0.9045,0.6919,0.5785,0.8744
07/10/10,1,0.9045,0.6919,0.5785,0.8744
07/09/10,1,0.9045,0.6919,0.5785,0.8744
07/08/10,1,0.9131,0.691,0.5774,0.8749
07/07/10,1,0.8981,0.6747,0.5613,0.8479
07/06/10,1,0.902,0.6762,0.5609,0.8506
07/05/10,1,0.8945,0.6704,0.5548,0.8401
07/04/10,1,0.8975,0.6728,0.5552,0.8442
07/03/10,1,0.8975,0.6728,0.5552,0.8442
07/02/10,1,0.8975,0.6728,0.5552,0.8442
07/01/10,1,0.8896,0.6778,0.5573,0.8356
06/30/10,1,0.895,0.6943,0.5676,0.852
06/29/10,1,0.8991,0.7018,0.5687,0.856
06/28/10,1,0.9035,0.7083,0.5808,0.8739
06/27/10,1,0.9001,0.7033,0.5792,0.8646
06/26/10,1,0.9001,0.7033,0.5792,0.8646
06/25/10,1,0.9001,0.7033,0.5792,0.8646
06/24/10,1,0.9034,0.7053,0.5773,0.8648
06/23/10,1,0.9017,0.7111,0.5852,0.8726
06/22/10,1,0.8944,0.7137,0.5952,0.8748
06/21/10,1,0.898,0.7127,0.5944,0.8831
06/20/10,1,0.8929,0.7018,0.5865,0.8683
06/19/10,1,0.8929,0.7018,0.5865,0.8683
06/18/10,1,0.8929,0.7018,0.5865,0.8683
06/17/10,1,0.8871,0.7002,0.5846,0.8657
06/16/10,1,0.8857,0.7012,0.5826,0.8609
06/15/10,1,0.8831,0.6993,0.5818,0.8571
06/14/10,1,0.8849,0.7033,0.5843,0.8615
06/13/10,1,0.8741,0.6993,0.5799,0.848
06/12/10,1,0.8741,0.6993,0.5799,0.848
06/11/10,1,0.8741,0.6993,0.5799,0.848
06/10/10,1,0.8725,0.6988,0.5767,0.8417
06/09/10,1,0.8655,0.6908,0.5705,0.8296
06/08/10,1,0.8626,0.6859,0.568,0.8191
06/07/10,1,0.8675,0.6846,0.5645,0.8187
06/06/10,1,0.8768,0.6962,0.5761,0.8396
06/05/10,1,0.8768,0.6962,0.5761,0.8396
06/04/10,1,0.8768,0.6962,0.5761,0.8396
06/03/10,1,0.8801,0.6911,0.5776,0.8479
06/02/10,1,0.8775,0.683,0.5693,0.8345
06/01/10,1,0.8747,0.6852,0.5719,0.8328
05/31/10,1,0.8846,0.6861,0.5822,0.8443
05/30/10,1,0.8913,0.688,0.5848,0.8521
05/29/10,1,0.8913,0.688,0.5848,0.8521
05/28/10,1,0.8913,0.688,0.5848,0.8521
05/27/10,1,0.8837,0.684,0.5788,0.8382
05/26/10,1,0.8857,0.6766,0.5783,0.8328
05/25/10,1,0.8775,0.6646,0.5663,0.8123
05/24/10,1,0.8772,0.6699,0.5766,0.828
05/23/10,1,0.8858,0.6607,0.5751,0.8257
05/22/10,1,0.8858,0.6607,0.5751,0.8257
05/21/10,1,0.8858,0.6607,0.5751,0.8257
05/20/10,1,0.8794,0.6702,0.5794,0.8267
05/19/10,1,0.8868,0.6908,0.5927,0.8476
05/18/10,1,0.9,0.7053,0.6058,0.8766
05/17/10,1,0.9109,0.7121,0.6091,0.8794
05/16/10,1,0.9156,0.7135,0.6116,0.8913
05/15/10,1,0.9156,0.7135,0.6116,0.8913
05/14/10,1,0.9156,0.7135,0.6116,0.8913
05/13/10,1,0.9125,0.714,0.609,0.8987
05/12/10,1,0.9114,0.7071,0.6006,0.897
05/11/10,1,0.9177,0.7042,0.6054,0.8942
05/10/10,1,0.9258,0.6988,0.6038,0.9062
05/09/10,1,0.9222,0.6971,0.6051,0.8885
05/08/10,1,0.9222,0.6971,0.6051,0.8885
05/07/10,1,0.9222,0.6971,0.6051,0.8885
05/06/10,1,0.9337,0.7105,0.5989,0.9042
05/05/10,1,0.9319,0.7018,0.6001,0.9069
05/04/10,1,0.9326,0.6996,0.604,0.9158
05/03/10,1,0.9393,0.6998,0.6075,0.9264
05/02/10,1,0.9361,0.6997,0.6089,0.9316
05/01/10,1,0.9361,0.6997,0.6089,0.9316
04/30/10,1,0.9361,0.6997,0.6089,0.9316
04/29/10,1,0.9313,0.7007,0.6081,0.9288
04/28/10,1,0.9344,0.6972,0.6071,0.9234
04/27/10,1,0.9267,0.6947,0.6023,0.9232
04/26/10,1,0.9284,0.6975,0.6016,0.9292
04/25/10,1,0.9221,0.6914,0.5996,0.9203
04/24/10,1,0.9221,0.6914,0.5996,0.9203
04/23/10,1,0.9221,0.6914,0.5996,0.9203
04/22/10,1,0.9271,0.6949,0.6023,0.927
04/21/10,1,0.9269,0.6951,0.604,0.9295
04/20/10,1,0.9438,0.6907,0.6054,0.9315
04/19/10,1,0.9354,0.6838,0.6021,0.9184
04/18/10,1,0.9344,0.6888,0.6041,0.9322
04/17/10,1,0.9344,0.6888,0.6041,0.9322
04/16/10,1,0.9344,0.6888,0.6041,0.9322
04/15/10,1,0.9327,0.689,0.6045,0.9332
04/14/10,1,0.9306,0.6857,0.6044,0.9336
04/13/10,1,0.9306,0.6828,0.6017,0.9274
04/12/10,1,0.9353,0.6833,0.603,0.9283
04/11/10,1,0.9366,0.6955,0.6065,0.9309
04/10/10,1,0.9366,0.6955,0.6065,0.9309
04/09/10,1,0.9366,0.6955,0.6065,0.9309
04/08/10,1,0.9314,0.6947,0.6079,0.9237
04/07/10,1,0.9273,0.694,0.6099,0.9257
04/06/10,1,0.9234,0.6887,0.6077,0.9225
04/05/10,1,0.9276,0.681,0.6026,0.9171
04/04/10,1,0.9276,0.681,0.6026,0.9171
04/03/10,1,0.9276,0.681,0.6026,0.9171
04/02/10,1,0.9276,0.681,0.6026,0.9171
04/01/10,1,0.9276,0.681,0.6026,0.9171
03/31/10,1,0.9285,0.6784,0.6036,0.9144
03/30/10,1,0.9373,0.6826,0.6098,0.9203
03/29/10,1,0.9332,0.6787,0.6104,0.9143
03/28/10,1,0.9285,0.6767,0.6093,0.9036
03/27/10,1,0.9285,0.6767,0.6093,0.9036
03/26/10,1,0.9285,0.6767,0.6093,0.9036
03/25/10,1,0.9296,0.684,0.6118,0.9136
03/24/10,1,0.9315,0.6824,0.6104,0.9101
03/23/10,1,0.9345,0.6783,0.6108,0.917
03/22/10,1,0.9307,0.675,0.6068,0.9093
03/21/10,1,0.928,0.679,0.6074,0.9199
03/20/10,1,0.928,0.679,0.6074,0.9199
03/19/10,1,0.928,0.679,0.6074,0.9199
03/18/10,1,0.9312,0.6747,0.6032,0.9217
03/17/10,1,0.9331,0.6712,0.6016,0.9233
03/16/10,1,0.9293,0.6664,0.6044,0.9146
03/15/10,1,0.9301,0.6657,0.6061,0.9123
03/14/10,1,0.9348,0.6671,0.6059,0.9182
03/13/10,1,0.9348,0.6671,0.6059,0.9182
03/12/10,1,0.9348,0.6671,0.6059,0.9182
03/11/10,1,0.9404,0.6704,0.6091,0.9156
03/10/10,1,0.9404,0.6732,0.6135,0.9162
03/09/10,1,0.9347,0.6694,0.6068,0.9076
03/08/10,1,0.9367,0.668,0.6028,0.9126
03/07/10,1,0.9314,0.6648,0.5999,0.9029
03/06/10,1,0.9314,0.6648,0.5999,0.9029
03/05/10,1,0.9314,0.6648,0.5999,0.9029
03/04/10,1,0.9288,0.6601,0.5974,0.9022
03/03/10,1,0.9326,0.6616,0.5992,0.9024
03/02/10,1,0.9356,0.6669,0.6045,0.9036
03/01/10,1,0.9445,0.662,0.6003,0.8954
02/28/10,1,0.9419,0.6562,0.5858,0.8904
02/27/10,1,0.9419,0.6562,0.5858,0.8904
02/26/10,1,0.9419,0.6562,0.5858,0.8904
02/25/10,1,0.9402,0.6585,0.5801,0.8883
02/24/10,1,0.9417,0.6583,0.5776,0.8918
02/23/10,1,0.9404,0.6636,0.5841,0.9009
02/22/10,1,0.9352,0.6617,0.5821,0.9016
02/21/10,1,0.937,0.6592,0.5789,0.8911
02/20/10,1,0.937,0.6592,0.5789,0.8911
02/19/10,1,0.937,0.6592,0.5789,0.8911
02/18/10,1,0.9379,0.6616,0.5759,0.8976
02/17/10,1,0.9417,0.6583,0.572,0.9036
02/16/10,1,0.9366,0.6566,0.5716,0.8963
02/15/10,1,0.9313,0.6534,0.5669,0.8891
02/14/10,1,0.9286,0.6508,0.5656,0.8832
02/13/10,1,0.9286,0.6508,0.5656,0.8832
02/12/10,1,0.9286,0.6508,0.5656,0.8832
02/11/10,1,0.9389,0.6474,0.5681,0.8881
02/10/10,1,0.9342,0.6369,0.5604,0.8752
02/09/10,1,0.9333,0.6358,0.5597,0.8748
02/08/10,1,0.9286,0.6343,0.5557,0.8674
02/07/10,1,0.929,0.632,0.5519,0.8653
02/06/10,1,0.929,0.632,0.5519,0.8653
02/05/10,1,0.929,0.632,0.5519,0.8653
02/04/10,1,0.9348,0.6359,0.5552,0.8805
02/03/10,1,0.9412,0.6346,0.556,0.8874
02/02/10,1,0.9338,0.6323,0.5525,0.8813
02/01/10,1,0.9441,0.635,0.5555,0.8835
01/31/10,1,0.9543,0.6394,0.5541,0.893
01/30/10,1,0.9543,0.6394,0.5541,0.893
01/29/10,1,0.9543,0.6394,0.5541,0.893
01/28/10,1,0.9541,0.6436,0.5545,0.901
01/27/10,1,0.9564,0.6387,0.5539,0.8988
01/26/10,1,0.9536,0.6372,0.5565,0.8975
01/25/10,1,0.9591,0.6396,0.5611,0.9051
01/24/10,1,0.951,0.6386,0.5596,0.9027
01/23/10,1,0.951,0.6386,0.5596,0.9027
01/22/10,1,0.951,0.6386,0.5596,0.9027
01/21/10,1,0.9532,0.6467,0.5626,0.9095
01/20/10,1,0.9549,0.6465,0.5619,0.9136
01/19/10,1,0.9474,0.6435,0.5626,0.9188
01/18/10,1,0.9504,0.6447,0.567,0.9264
01/17/10,1,0.9489,0.6432,0.5667,0.9246
01/16/10,1,0.9489,0.6432,0.5667,0.9246
01/15/10,1,0.9489,0.6432,0.5667,0.9246
01/14/10,1,0.9584,0.6414,0.5712,0.9291
01/13/10,1,0.9578,0.6358,0.5688,0.9259
01/12/10,1,0.9547,0.6382,0.5726,0.9242
01/11/10,1,0.9574,0.6413,0.5765,0.9317
01/10/10,1,0.9469,0.6406,0.5723,0.9143
01/09/10,1,0.9469,0.6406,0.5723,0.9143
01/08/10,1,0.9469,0.6406,0.5723,0.9143
01/07/10,1,0.9473,0.6406,0.5763,0.9163
01/06/10,1,0.9517,0.6379,0.5732,0.9154
01/05/10,1,0.9482,0.6342,0.571,0.9158
01/04/10,1,0.9413,0.6295,0.5612,0.9058
01/03/10,1,0.945,0.6247,0.5548,0.8999
01/02/10,1,0.945,0.6247,0.5548,0.8999
01/01/10,1,0.945,0.6247,0.5548,0.8999
12/31/09,1,0.945,0.6247,0.5548,0.8999
12/30/09,1,0.9378,0.6236,0.5637,0.8941
12/29/09,1,0.9334,0.6223,0.5618,0.8982
12/28/09,1,0.9289,0.6164,0.5557,0.888
12/27/09,1,0.9238,0.6137,0.5528,0.8836
12/26/09,1,0.9238,0.6137,0.5528,0.8836
12/25/09,1,0.9238,0.6137,0.5528,0.8836
12/24/09,1,0.9238,0.6137,0.5528,0.8836
12/23/09,1,0.9209,0.6146,0.5499,0.8774
12/22/09,1,0.9293,0.615,0.5493,0.8782
12/21/09,1,0.9355,0.6169,0.5501,0.8863
12/20/09,1,0.9467,0.619,0.549,0.8874
12/19/09,1,0.9467,0.619,0.549,0.8874
12/18/09,1,0.9467,0.619,0.549,0.8874
12/17/09,1,0.9502,0.6175,0.5495,0.8856
12/16/09,1,0.9538,0.6181,0.5498,0.8999
12/15/09,1,0.9633,0.6231,0.5583,0.9061
12/14/09,1,0.9697,0.6222,0.5604,0.9114
12/13/09,1,0.963,0.622,0.563,0.918
12/12/09,1,0.963,0.622,0.563,0.918
12/11/09,1,0.963,0.622,0.563,0.918
12/10/09,1,0.9625,0.6221,0.5626,0.9164
12/09/09,1,0.9643,0.6164,0.5576,0.9104
12/08/09,1,0.9599,0.6155,0.5583,0.9093
12/07/09,1,0.9627,0.6146,0.5562,0.9088
12/06/09,1,0.9704,0.615,0.5565,0.9267
12/05/09,1,0.9704,0.615,0.5565,0.9267
12/04/09,1,0.9704,0.615,0.5565,0.9267
12/03/09,1,0.9752,0.6144,0.5586,0.929
12/02/09,1,0.9695,0.6149,0.5561,0.9279
12/01/09,1,0.9637,0.6114,0.5563,0.9217
11/30/09,1,0.9654,0.6078,0.5541,0.9131
11/29/09,1,0.9688,0.6058,0.5507,0.9037
11/28/09,1,0.9688,0.6058,0.5507,0.9037
11/27/09,1,0.9688,0.6058,0.5507,0.9037
11/26/09,1,0.9663,0.6084,0.5543,0.917
11/25/09,1,0.9723,0.6159,0.5562,0.929
11/24/09,1,0.973,0.6152,0.5556,0.9209
11/23/09,1,0.9774,0.6168,0.5556,0.9233
11/22/09,1,0.974,0.6135,0.5517,0.909
11/21/09,1,0.974,0.6135,0.5517,0.909
11/20/09,1,0.974,0.6135,0.5517,0.909
11/19/09,1,0.9742,0.6176,0.552,0.9179
11/18/09,1,0.977,0.624,0.555,0.9333
11/17/09,1,0.982,0.6241,0.5531,0.9284
11/16/09,1,0.9769,0.6248,0.5591,0.9351
11/15/09,1,0.9773,0.6243,0.5564,0.9281
11/14/09,1,0.9773,0.6243,0.5564,0.9281
11/13/09,1,0.9773,0.6243,0.5564,0.9281
11/12/09,1,0.9776,0.6226,0.5616,0.929
11/11/09,1,0.9727,0.6198,0.5597,0.9321
11/10/09,1,0.9819,0.6194,0.5566,0.927
11/09/09,1,0.9865,0.6195,0.5537,0.9283
11/08/09,1,0.9808,0.616,0.5519,0.9154
11/07/09,1,0.9808,0.616,0.5519,0.9154
11/06/09,1,0.9808,0.616,0.5519,0.9154
11/05/09,1,0.9659,0.6112,0.5472,0.9086
11/04/09,1,0.9634,0.6144,0.549,0.9069
11/03/09,1,0.9684,0.6116,0.5496,0.8965
11/02/09,1,0.9776,0.6126,0.5534,0.905
11/01/09,1,0.9802,0.6145,0.5492,0.9094
10/31/09,1,0.9802,0.6145,0.5492,0.9094
10/30/09,1,0.9802,0.6145,0.5492,0.9094
10/29/09,1,0.9747,0.6144,0.5514,0.9086
10/28/09,1,0.9711,0.6125,0.5547,0.9056
10/27/09,1,0.9778,0.6173,0.5604,0.9182
10/26/09,1,0.9766,0.6153,0.5657,0.9241
10/25/09,1,0.9736,0.616,0.565,0.9252
10/24/09,1,0.9736,0.616,0.565,0.9252
10/23/09,1,0.9736,0.616,0.565,0.9252
10/22/09,1,0.9695,0.616,0.5576,0.9239
10/21/09,1,0.974,0.6182,0.5565,0.9225
10/20/09,1,0.9579,0.6203,0.5655,0.9287
10/19/09,1,0.953,0.6171,0.5642,0.9205
10/18/09,1,0.9534,0.6168,0.5624,0.9171
10/17/09,1,0.9534,0.6168,0.5624,0.9171
10/16/09,1,0.9534,0.6168,0.5624,0.9171
10/15/09,1,0.9473,0.6168,0.5641,0.9167
10/14/09,1,0.9378,0.6125,0.5698,0.9115
10/13/09,1,0.9368,0.612,0.5757,0.9096
10/12/09,1,0.9361,0.6139,0.573,0.9064
10/11/09,1,0.9454,0.6139,0.5666,0.9056
10/10/09,1,0.9454,0.6139,0.5666,0.9056
10/09/09,1,0.9454,0.6139,0.5666,0.9056
10/08/09,1,0.9555,0.6118,0.5628,0.9032
10/07/09,1,0.9415,0.6056,0.5601,0.8899
10/06/09,1,0.9441,0.6034,0.5587,0.8883
10/05/09,1,0.939,0.5983,0.5487,0.8745
10/04/09,1,0.9417,0.5939,0.5447,0.8633
10/03/09,1,0.9417,0.5939,0.5447,0.8633
10/02/09,1,0.9417,0.5939,0.5447,0.8633
10/01/09,1,0.9433,0.6046,0.5507,0.8791
09/30/09,1,0.9466,0.6026,0.5479,0.8823
09/29/09,1,0.9503,0.5992,0.5463,0.8717
09/28/09,1,0.948,0.5915,0.5458,0.8666
09/27/09,1,0.9459,0.5899,0.542,0.8654
09/26/09,1,0.9459,0.5899,0.542,0.8654
09/25/09,1,0.9459,0.5899,0.542,0.8654
09/24/09,1,0.9386,0.5924,0.5395,0.8749
09/23/09,1,0.9342,0.5915,0.532,0.8744
09/22/09,1,0.9329,0.5909,0.5346,0.8734
09/21/09,1,0.9273,0.5876,0.5328,0.8614
09/20/09,1,0.9302,0.5905,0.5317,0.8684
09/19/09,1,0.9302,0.5905,0.5317,0.8684
09/18/09,1,0.9302,0.5905,0.5317,0.8684
09/17/09,1,0.9294,0.593,0.5281,0.8724
09/16/09,1,0.9319,0.5937,0.5282,0.871
09/15/09,1,0.9327,0.5878,0.5213,0.8588
09/14/09,1,0.9361,0.5895,0.5182,0.8584
09/13/09,1,0.9302,0.5914,0.5169,0.8631
09/12/09,1,0.9302,0.5914,0.5169,0.8631
09/11/09,1,0.9302,0.5914,0.5169,0.8631
09/10/09,1,0.9308,0.5894,0.5162,0.8574
09/09/09,1,0.9319,0.594,0.5223,0.8626
09/08/09,1,0.9233,0.5963,0.521,0.863
09/07/09,1,0.9212,0.5971,0.5216,0.8556
09/06/09,1,0.9211,0.5912,0.5155,0.8432
09/05/09,1,0.9211,0.5912,0.5155,0.8432
09/04/09,1,0.9211,0.5912,0.5155,0.8432
09/03/09,1,0.924,0.587,0.5134,0.8414
09/02/09,1,0.9187,0.5844,0.5114,0.831
09/01/09,1,0.9167,0.5849,0.5156,0.8373
08/31/09,1,0.9243,0.5852,0.5158,0.8353
08/30/09,1,0.9133,0.5884,0.5169,0.8452
08/29/09,1,0.9133,0.5884,0.5169,0.8452
08/28/09,1,0.9133,0.5884,0.5169,0.8452
08/27/09,1,0.9121,0.5848,0.5148,0.8343
08/26/09,1,0.9072,0.5826,0.5116,0.8314
08/25/09,1,0.9037,0.5864,0.5125,0.8399
08/24/09,1,0.9068,0.5871,0.5097,0.8409
08/23/09,1,0.9037,0.5815,0.5034,0.8333
08/22/09,1,0.9037,0.5815,0.5034,0.8333
08/21/09,1,0.9037,0.5815,0.5034,0.8333
08/20/09,1,0.911,0.584,0.5044,0.8318
08/19/09,1,0.9082,0.5801,0.4993,0.8186
08/18/09,1,0.9118,0.5842,0.5005,0.8238
08/17/09,1,0.9078,0.5811,0.5015,0.8178
08/16/09,1,0.9156,0.5904,0.5086,0.8439
08/15/09,1,0.9156,0.5904,0.5086,0.8439
08/14/09,1,0.9156,0.5904,0.5086,0.8439
08/13/09,1,0.9126,0.5906,0.5071,0.8442
08/12/09,1,0.9088,0.5814,0.4998,0.8238
08/11/09,1,0.9158,0.5894,0.506,0.835
08/10/09,1,0.9092,0.5919,0.5052,0.8406
08/09/09,1,0.9055,0.5827,0.4992,0.8366
08/08/09,1,0.9055,0.5827,0.4992,0.8366
08/07/09,1,0.9055,0.5827,0.4992,0.8366
08/06/09,1,0.9033,0.5859,0.4994,0.842
08/05/09,1,0.9079,0.5855,0.4959,0.8437
08/04/09,1,0.8979,0.5842,0.4957,0.8404
08/03/09,1,0.8974,0.5875,0.4989,0.8404
08/02/09,1,0.893,0.5862,0.5015,0.8287
08/01/09,1,0.893,0.5862,0.5015,0.8287
07/31/09,1,0.893,0.5862,0.5015,0.8287
07/30/09,1,0.8943,0.5868,0.5002,0.8246
07/29/09,1,0.8905,0.5807,0.5001,0.819
07/28/09,1,0.8973,0.5835,0.5031,0.8303
07/27/09,1,0.8905,0.577,0.4993,0.8233
07/26/09,1,0.8848,0.5743,0.4979,0.817
07/25/09,1,0.8848,0.5743,0.4979,0.817
07/24/09,1,0.8848,0.5743,0.4979,0.817
07/23/09,1,0.8981,0.5755,0.4959,0.8189
07/22/09,1,0.8997,0.5729,0.4954,0.813
07/21/09,1,0.8997,0.5735,0.4962,0.8156
07/20/09,1,0.8967,0.5711,0.4912,0.8119
07/19/09,1,0.8929,0.5675,0.4911,0.7996
07/18/09,1,0.8929,0.5675,0.4911,0.7996
07/17/09,1,0.8929,0.5675,0.4911,0.7996
07/16/09,1,0.8979,0.5688,0.4886,0.8037
07/15/09,1,0.901,0.5698,0.4886,0.8027
07/14/09,1,0.9055,0.5653,0.4848,0.7909
07/13/09,1,0.9017,0.5552,0.4818,0.776
07/12/09,1,0.9037,0.5574,0.4783,0.7749
07/11/09,1,0.9037,0.5574,0.4783,0.7749
07/10/09,1,0.9037,0.5574,0.4783,0.7749
07/09/09,1,0.9075,0.5608,0.4826,0.7846
07/08/09,1,0.9141,0.5641,0.4879,0.7841
07/07/09,1,0.9279,0.572,0.4941,0.8018
07/06/09,1,0.9198,0.568,0.4892,0.7894
07/05/09,1,0.9231,0.5697,0.4878,0.7981
07/04/09,1,0.9231,0.5697,0.4878,0.7981
07/03/09,1,0.9231,0.5697,0.4878,0.7981
07/02/09,1,0.9245,0.5706,0.4892,0.8017
07/01/09,1,0.9279,0.5719,0.4897,0.8062
06/30/09,1,0.9376,0.5761,0.4909,0.8142
06/29/09,1,0.9304,0.573,0.4863,0.8056
06/28/09,1,0.9262,0.5728,0.4894,0.8075
06/27/09,1,0.9262,0.5728,0.4894,0.8075
06/26/09,1,0.9262,0.5728,0.4894,0.8075
06/25/09,1,0.9263,0.5718,0.4899,0.7971
06/24/09,1,0.9168,0.5693,0.4835,0.7986
06/23/09,1,0.9074,0.5636,0.4832,0.7878
06/22/09,1,0.9111,0.5741,0.4837,0.7955
06/21/09,1,0.9089,0.5786,0.4902,0.8061
06/20/09,1,0.9089,0.5786,0.4902,0.8061
06/19/09,1,0.9089,0.5786,0.4902,0.8061
06/18/09,1,0.899,0.5705,0.4897,0.7942
06/17/09,1,0.9011,0.5705,0.4862,0.7896
06/16/09,1,0.9012,0.5772,0.487,0.8018
06/15/09,1,0.9077,0.5785,0.4901,0.8013
06/14/09,1,0.9103,0.5795,0.4948,0.8116
06/13/09,1,0.9103,0.5795,0.4948,0.8116
06/12/09,1,0.9103,0.5795,0.4948,0.8116
06/11/09,1,0.8965,0.5811,0.4943,0.8117
06/10/09,1,0.8915,0.5751,0.4936,0.8111
06/09/09,1,0.8766,0.5691,0.4913,0.7944
06/08/09,1,0.8839,0.5685,0.4951,0.7883
06/07/09,1,0.8893,0.568,0.4994,0.8052
06/06/09,1,0.8893,0.568,0.4994,0.8052
06/05/09,1,0.8893,0.568,0.4994,0.8052
06/04/09,1,0.8851,0.564,0.49,0.7949
06/03/09,1,0.8877,0.5743,0.4937,0.8158
06/02/09,1,0.8848,0.5733,0.496,0.8163
06/01/09,1,0.8772,0.5697,0.4945,0.8102
05/31/09,1,0.8772,0.5659,0.494,0.7978
05/30/09,1,0.8772,0.5659,0.494,0.7978
05/29/09,1,0.8772,0.5659,0.494,0.7978
05/28/09,1,0.8756,0.5633,0.4901,0.7805
05/27/09,1,0.8741,0.5627,0.4898,0.7821
05/26/09,1,0.8746,0.5571,0.488,0.7749
05/25/09,1,0.8802,0.5579,0.4911,0.7816
05/24/09,1,0.8829,0.5608,0.4924,0.7835
05/23/09,1,0.8829,0.5608,0.4924,0.7835
05/22/09,1,0.8829,0.5608,0.4924,0.7835
05/21/09,1,0.882,0.5599,0.4921,0.771
05/20/09,1,0.8906,0.5664,0.4999,0.7754
05/19/09,1,0.897,0.5694,0.5007,0.775
05/18/09,1,0.8877,0.5626,0.4965,0.7591
05/17/09,1,0.8867,0.5579,0.4968,0.7542
05/16/09,1,0.8867,0.5579,0.4968,0.7542
05/15/09,1,0.8867,0.5579,0.4968,0.7542
05/14/09,1,0.8816,0.552,0.4958,0.7487
05/13/09,1,0.8853,0.5592,0.5032,0.7618
05/12/09,1,0.8884,0.56,0.5003,0.7662
05/11/09,1,0.8789,0.5607,0.5038,0.7611
05/10/09,1,0.8802,0.5649,0.5032,0.7584
05/09/09,1,0.8802,0.5649,0.5032,0.7584
05/08/09,1,0.8802,0.5649,0.5032,0.7584
05/07/09,1,0.8851,0.5685,0.5029,0.7596
05/06/09,1,0.8756,0.5581,0.4946,0.7435
05/05/09,1,0.8706,0.5556,0.4922,0.7447
05/04/09,1,0.8697,0.5546,0.4935,0.7334
05/03/09,1,0.8699,0.5511,0.4923,0.7316
05/02/09,1,0.8699,0.5511,0.4923,0.7316
05/01/09,1,0.8699,0.5511,0.4923,0.7316
04/30/09,1,0.8699,0.5511,0.4923,0.7316
04/29/09,1,0.8648,0.5425,0.4876,0.7196
04/28/09,1,0.8599,0.5402,0.481,0.7019
04/27/09,1,0.8672,0.5436,0.4896,0.7134
04/26/09,1,0.876,0.5434,0.4923,0.7191
04/25/09,1,0.876,0.5434,0.4923,0.7191
04/24/09,1,0.876,0.5434,0.4923,0.7191
04/23/09,1,0.88,0.5463,0.4899,0.713
04/22/09,1,0.8768,0.5444,0.4835,0.7048
