Date,GBP,AUD,CAD,EUR,USD
05/14/10,1,1.6352,1.4971,1.1667,1.4575
05/13/10,1,1.642,1.4982,1.1723,1.4756
05/12/10,1,1.6651,1.5175,1.1773,1.4935
05/11/10,1,1.6519,1.5159,1.1633,1.4772
05/10/10,1,1.6563,1.5334,1.1573,1.501
05/09/10,1,1.6526,1.524,1.152,1.4683
05/08/10,1,1.6526,1.524,1.152,1.4683
05/07/10,1,1.6526,1.524,1.152,1.4683
05/06/10,1,1.6697,1.559,1.1863,1.5098
05/05/10,1,1.6665,1.553,1.1695,1.5114
05/04/10,1,1.6557,1.544,1.1584,1.5162
05/03/10,1,1.6462,1.5463,1.1521,1.5251
05/02/10,1,1.6422,1.5373,1.149,1.5299
05/01/10,1,1.6422,1.5373,1.149,1.5299
04/30/10,1,1.6422,1.5373,1.149,1.5299
04/29/10,1,1.6445,1.5316,1.1523,1.5275
04/28/10,1,1.6471,1.539,1.1484,1.521
04/27/10,1,1.6602,1.5386,1.1533,1.5328
04/26/10,1,1.6623,1.5434,1.1596,1.5446
04/25/10,1,1.6677,1.5378,1.153,1.5348
04/24/10,1,1.6677,1.5378,1.153,1.5348
04/23/10,1,1.6677,1.5378,1.153,1.5348
04/22/10,1,1.6602,1.5392,1.1537,1.539
04/21/10,1,1.6556,1.5345,1.1507,1.5389
04/20/10,1,1.6518,1.559,1.1409,1.5386
04/19/10,1,1.661,1.5537,1.1357,1.5255
04/18/10,1,1.6553,1.5468,1.1401,1.5432
04/17/10,1,1.6553,1.5468,1.1401,1.5432
04/16/10,1,1.6553,1.5468,1.1401,1.5432
04/15/10,1,1.6542,1.5428,1.1398,1.5437
04/14/10,1,1.6545,1.5397,1.1346,1.5447
04/13/10,1,1.6621,1.5468,1.1348,1.5414
04/12/10,1,1.6584,1.551,1.1331,1.5394
04/11/10,1,1.6489,1.5443,1.1468,1.5349
04/10/10,1,1.6489,1.5443,1.1468,1.5349
04/09/10,1,1.6489,1.5443,1.1468,1.5349
04/08/10,1,1.645,1.5322,1.1429,1.5195
04/07/10,1,1.6396,1.5205,1.1379,1.5179
04/06/10,1,1.6456,1.5195,1.1333,1.5181
04/05/10,1,1.6596,1.5395,1.1301,1.5221
04/04/10,1,1.6596,1.5395,1.1301,1.5221
04/03/10,1,1.6596,1.5395,1.1301,1.5221
04/02/10,1,1.6596,1.5395,1.1301,1.5221
04/01/10,1,1.6596,1.5395,1.1301,1.5221
03/31/10,1,1.6567,1.5382,1.1238,1.5148
03/30/10,1,1.64,1.5371,1.1194,1.5092
03/29/10,1,1.6382,1.5288,1.1119,1.4978
03/28/10,1,1.6413,1.5239,1.1106,1.483
03/27/10,1,1.6413,1.5239,1.1106,1.483
03/26/10,1,1.6413,1.5239,1.1106,1.483
03/25/10,1,1.6345,1.5195,1.1181,1.4933
03/24/10,1,1.6382,1.5259,1.1178,1.4909
03/23/10,1,1.6371,1.5299,1.1105,1.5013
03/22/10,1,1.6479,1.5337,1.1123,1.4984
03/21/10,1,1.6464,1.5278,1.1179,1.5146
03/20/10,1,1.6464,1.5278,1.1179,1.5146
03/19/10,1,1.6464,1.5278,1.1179,1.5146
03/18/10,1,1.6578,1.5437,1.1186,1.528
03/17/10,1,1.6624,1.5512,1.1158,1.5349
03/16/10,1,1.6545,1.5375,1.1027,1.5132
03/15/10,1,1.6499,1.5345,1.0983,1.5052
03/14/10,1,1.6504,1.5428,1.101,1.5155
03/13/10,1,1.6504,1.5428,1.101,1.5155
03/12/10,1,1.6504,1.5428,1.101,1.5155
03/11/10,1,1.6416,1.5438,1.1006,1.5031
03/10/10,1,1.6299,1.5327,1.0972,1.4933
03/09/10,1,1.6481,1.5404,1.1033,1.4957
03/08/10,1,1.6589,1.554,1.1082,1.514
03/07/10,1,1.6668,1.5525,1.108,1.5049
03/06/10,1,1.6668,1.5525,1.108,1.5049
03/05/10,1,1.6668,1.5525,1.108,1.5049
03/04/10,1,1.6739,1.5548,1.105,1.5103
03/03/10,1,1.669,1.5565,1.1041,1.5061
03/02/10,1,1.6543,1.5479,1.1033,1.4948
03/01/10,1,1.6659,1.5734,1.1029,1.4917
02/28/10,1,1.7072,1.6079,1.1202,1.5201
02/27/10,1,1.7072,1.6079,1.1202,1.5201
02/26/10,1,1.7072,1.6079,1.1202,1.5201
02/25/10,1,1.7239,1.6208,1.1352,1.5313
02/24/10,1,1.7312,1.6303,1.1396,1.5438
02/23/10,1,1.7121,1.6101,1.1361,1.5425
02/22/10,1,1.718,1.6066,1.1368,1.5489
02/21/10,1,1.7273,1.6185,1.1386,1.5392
02/20/10,1,1.7273,1.6185,1.1386,1.5392
02/19/10,1,1.7273,1.6185,1.1386,1.5392
02/18/10,1,1.7366,1.6288,1.1489,1.5587
02/17/10,1,1.7481,1.6463,1.1507,1.5795
02/16/10,1,1.7495,1.6386,1.1488,1.5679
02/15/10,1,1.7639,1.6428,1.1526,1.5683
02/14/10,1,1.768,1.6418,1.1506,1.5616
02/13/10,1,1.768,1.6418,1.1506,1.5616
02/12/10,1,1.768,1.6418,1.1506,1.5616
02/11/10,1,1.7602,1.6526,1.1396,1.5633
02/10/10,1,1.7845,1.6671,1.1366,1.5617
02/09/10,1,1.7866,1.6674,1.1358,1.5629
02/08/10,1,1.7995,1.671,1.1414,1.5609
02/07/10,1,1.8119,1.6831,1.1451,1.5678
02/06/10,1,1.8119,1.6831,1.1451,1.5678
02/05/10,1,1.8119,1.6831,1.1451,1.5678
02/04/10,1,1.8012,1.6838,1.1453,1.586
02/03/10,1,1.7986,1.6928,1.1413,1.596
02/02/10,1,1.81,1.6902,1.1445,1.5951
02/01/10,1,1.8001,1.6995,1.1431,1.5903
01/31/10,1,1.8047,1.7222,1.154,1.6117
01/30/10,1,1.8047,1.7222,1.154,1.6117
01/29/10,1,1.8047,1.7222,1.154,1.6117
01/28/10,1,1.8033,1.7205,1.1606,1.6248
01/27/10,1,1.8052,1.7265,1.1531,1.6226
01/26/10,1,1.797,1.7136,1.1451,1.6128
01/25/10,1,1.7822,1.7093,1.1399,1.613
01/24/10,1,1.7869,1.6993,1.1412,1.613
01/23/10,1,1.7869,1.6993,1.1412,1.613
01/22/10,1,1.7869,1.6993,1.1412,1.613
01/21/10,1,1.7774,1.6943,1.1494,1.6166
01/20/10,1,1.7796,1.6994,1.1505,1.6259
01/19/10,1,1.7775,1.684,1.1438,1.6332
01/18/10,1,1.7636,1.6761,1.137,1.6338
01/17/10,1,1.7646,1.6744,1.135,1.6315
01/16/10,1,1.7646,1.6744,1.135,1.6315
01/15/10,1,1.7646,1.6744,1.135,1.6315
01/14/10,1,1.7508,1.6779,1.123,1.6267
01/13/10,1,1.7582,1.684,1.1178,1.6279
01/12/10,1,1.7463,1.6673,1.1146,1.614
01/11/10,1,1.7347,1.6607,1.1125,1.6162
01/10/10,1,1.7473,1.6545,1.1193,1.5976
01/09/10,1,1.7473,1.6545,1.1193,1.5976
01/08/10,1,1.7473,1.6545,1.1193,1.5976
01/07/10,1,1.7353,1.644,1.1116,1.59
01/06/10,1,1.7446,1.6604,1.1128,1.5969
01/05/10,1,1.7512,1.6605,1.1106,1.6039
01/04/10,1,1.782,1.6775,1.1218,1.6142
01/03/10,1,1.8025,1.7034,1.126,1.6221
01/02/10,1,1.8025,1.7034,1.126,1.6221
01/01/10,1,1.8025,1.7034,1.126,1.6221
12/31/09,1,1.8025,1.7034,1.126,1.6221
12/30/09,1,1.7739,1.6636,1.1062,1.5861
12/29/09,1,1.7801,1.6616,1.1078,1.5989
12/28/09,1,1.7996,1.6717,1.1093,1.598
12/27/09,1,1.8088,1.671,1.1101,1.5984
12/26/09,1,1.8088,1.671,1.1101,1.5984
12/25/09,1,1.8088,1.671,1.1101,1.5984
12/24/09,1,1.8088,1.671,1.1101,1.5984
12/23/09,1,1.8185,1.6746,1.1177,1.5956
12/22/09,1,1.8206,1.6918,1.1198,1.5989
12/21/09,1,1.8178,1.7005,1.1213,1.6111
12/20/09,1,1.8214,1.7244,1.1274,1.6163
12/19/09,1,1.8214,1.7244,1.1274,1.6163
12/18/09,1,1.8214,1.7244,1.1274,1.6163
12/17/09,1,1.8198,1.7292,1.1237,1.6117
12/16/09,1,1.819,1.735,1.1243,1.637
12/15/09,1,1.7911,1.7253,1.1161,1.6229
12/14/09,1,1.7845,1.7304,1.1104,1.6264
12/13/09,1,1.7761,1.7103,1.1048,1.6303
12/12/09,1,1.7761,1.7103,1.1048,1.6303
12/11/09,1,1.7761,1.7103,1.1048,1.6303
12/10/09,1,1.7775,1.7109,1.1058,1.6289
12/09/09,1,1.7933,1.7293,1.1055,1.6325
12/08/09,1,1.7913,1.7194,1.1025,1.6289
12/07/09,1,1.7978,1.7307,1.1049,1.6338
12/06/09,1,1.797,1.7438,1.1052,1.6653
12/05/09,1,1.797,1.7438,1.1052,1.6653
12/04/09,1,1.797,1.7438,1.1052,1.6653
12/03/09,1,1.7902,1.7459,1.0999,1.6631
12/02/09,1,1.7983,1.7434,1.1058,1.6687
12/01/09,1,1.7975,1.7323,1.0991,1.6568
11/30/09,1,1.8048,1.7423,1.097,1.6481
11/29/09,1,1.8158,1.7591,1.1,1.641
11/28/09,1,1.8158,1.7591,1.1,1.641
11/27/09,1,1.8158,1.7591,1.1,1.641
11/26/09,1,1.8042,1.7434,1.0977,1.6543
11/25/09,1,1.7978,1.7481,1.1073,1.6701
11/24/09,1,1.7998,1.7512,1.1073,1.6575
11/23/09,1,1.7998,1.7592,1.1102,1.6617
11/22/09,1,1.8127,1.7657,1.1122,1.6477
11/21/09,1,1.8127,1.7657,1.1122,1.6477
11/20/09,1,1.8127,1.7657,1.1122,1.6477
11/19/09,1,1.8116,1.7649,1.1188,1.6628
11/18/09,1,1.8017,1.7602,1.1242,1.6815
11/17/09,1,1.808,1.7755,1.1283,1.6784
11/16/09,1,1.7885,1.7472,1.1175,1.6723
11/15/09,1,1.7974,1.7565,1.122,1.6682
11/14/09,1,1.7974,1.7565,1.122,1.6682
11/13/09,1,1.7974,1.7565,1.122,1.6682
11/12/09,1,1.7807,1.7408,1.1086,1.6543
11/11/09,1,1.7868,1.7381,1.1075,1.6654
11/10/09,1,1.7967,1.7641,1.1128,1.6655
11/09/09,1,1.8062,1.7818,1.119,1.6767
11/08/09,1,1.8119,1.7771,1.1161,1.6587
11/07/09,1,1.8119,1.7771,1.1161,1.6587
11/06/09,1,1.8119,1.7771,1.1161,1.6587
11/05/09,1,1.8275,1.7652,1.1169,1.6606
11/04/09,1,1.8215,1.7549,1.1191,1.6519
11/03/09,1,1.8195,1.7621,1.1128,1.6312
11/02/09,1,1.807,1.7666,1.1071,1.6353
11/01/09,1,1.8209,1.7848,1.1189,1.6559
10/31/09,1,1.8209,1.7848,1.1189,1.6559
10/30/09,1,1.8209,1.7848,1.1189,1.6559
10/29/09,1,1.8135,1.7677,1.1142,1.6477
10/28/09,1,1.8027,1.7506,1.1041,1.6324
10/27/09,1,1.7845,1.7449,1.1016,1.6386
10/26/09,1,1.7678,1.7263,1.0877,1.6336
10/25/09,1,1.7701,1.7234,1.0903,1.6376
10/24/09,1,1.7701,1.7234,1.0903,1.6376
10/23/09,1,1.7701,1.7234,1.0903,1.6376
10/22/09,1,1.7933,1.7387,1.1046,1.6569
10/21/09,1,1.797,1.7502,1.111,1.6577
10/20/09,1,1.7682,1.6939,1.0969,1.6421
10/19/09,1,1.7725,1.6893,1.0937,1.6316
10/18/09,1,1.7782,1.6954,1.0968,1.6308
10/17/09,1,1.7782,1.6954,1.0968,1.6308
10/16/09,1,1.7782,1.6954,1.0968,1.6308
10/15/09,1,1.7726,1.6792,1.0933,1.625
10/14/09,1,1.755,1.6459,1.075,1.5997
10/13/09,1,1.7369,1.6271,1.0629,1.5799
10/12/09,1,1.7453,1.6338,1.0715,1.582
10/11/09,1,1.765,1.6685,1.0836,1.5983
10/10/09,1,1.765,1.6685,1.0836,1.5983
10/09/09,1,1.765,1.6685,1.0836,1.5983
10/08/09,1,1.7767,1.6977,1.087,1.6047
10/07/09,1,1.7853,1.6808,1.0812,1.5887
10/06/09,1,1.7898,1.6898,1.0799,1.5898
10/05/09,1,1.8224,1.7112,1.0904,1.5937
10/04/09,1,1.8358,1.7287,1.0903,1.5849
10/03/09,1,1.8358,1.7287,1.0903,1.5849
10/02/09,1,1.8358,1.7287,1.0903,1.5849
10/01/09,1,1.8158,1.7128,1.0979,1.5962
09/30/09,1,1.8251,1.7276,1.0997,1.6104
09/29/09,1,1.8304,1.7395,1.0967,1.5956
09/28/09,1,1.8323,1.7371,1.0838,1.5878
09/27/09,1,1.8451,1.7453,1.0884,1.5967
09/26/09,1,1.8451,1.7453,1.0884,1.5967
09/25/09,1,1.8451,1.7453,1.0884,1.5967
09/24/09,1,1.8536,1.7397,1.0981,1.6217
09/23/09,1,1.8797,1.7561,1.1119,1.6437
09/22/09,1,1.8705,1.745,1.1053,1.6337
09/21/09,1,1.877,1.7406,1.103,1.6168
09/20/09,1,1.8809,1.7496,1.1107,1.6333
09/19/09,1,1.8809,1.7496,1.1107,1.6333
09/18/09,1,1.8809,1.7496,1.1107,1.6333
09/17/09,1,1.8937,1.7599,1.123,1.6521
09/16/09,1,1.8931,1.7642,1.124,1.649
09/15/09,1,1.9184,1.7893,1.1275,1.6474
09/14/09,1,1.9298,1.8065,1.1377,1.6565
09/13/09,1,1.9348,1.7997,1.1443,1.67
09/12/09,1,1.9348,1.7997,1.1443,1.67
09/11/09,1,1.9348,1.7997,1.1443,1.67
09/10/09,1,1.9372,1.8031,1.1419,1.6609
09/09/09,1,1.9147,1.7844,1.1373,1.6515
09/08/09,1,1.9195,1.7722,1.1446,1.6566
09/07/09,1,1.9173,1.7663,1.1448,1.6405
09/06/09,1,1.9398,1.7868,1.1468,1.6356
09/05/09,1,1.9398,1.7868,1.1468,1.6356
09/04/09,1,1.9398,1.7868,1.1468,1.6356
09/03/09,1,1.9478,1.7997,1.1432,1.6388
09/02/09,1,1.9554,1.7964,1.1427,1.625
09/01/09,1,1.9394,1.7779,1.1344,1.6238
08/31/09,1,1.9387,1.7919,1.1346,1.6193
08/30/09,1,1.9348,1.7671,1.1384,1.6352
08/29/09,1,1.9348,1.7671,1.1384,1.6352
08/28/09,1,1.9348,1.7671,1.1384,1.6352
08/27/09,1,1.9424,1.7717,1.1358,1.6206
08/26/09,1,1.9548,1.7733,1.139,1.6253
08/25/09,1,1.9511,1.7632,1.1441,1.6388
08/24/09,1,1.9618,1.7789,1.1518,1.6497
08/23/09,1,1.9865,1.7952,1.1551,1.6553
08/22/09,1,1.9865,1.7952,1.1551,1.6553
08/21/09,1,1.9865,1.7952,1.1551,1.6553
08/20/09,1,1.9824,1.806,1.1577,1.6489
08/19/09,1,2.0027,1.8189,1.1617,1.6394
08/18/09,1,1.9981,1.8219,1.1674,1.6462
08/17/09,1,1.9942,1.8103,1.1589,1.6308
08/16/09,1,1.966,1.8,1.1606,1.659
08/15/09,1,1.966,1.8,1.1606,1.659
08/14/09,1,1.966,1.8,1.1606,1.659
08/13/09,1,1.9718,1.7995,1.1646,1.6646
08/12/09,1,2.0009,1.8185,1.1633,1.6483
08/11/09,1,1.9764,1.81,1.165,1.6503
08/10/09,1,1.9794,1.7997,1.1716,1.6639
08/09/09,1,2.0032,1.8139,1.1673,1.6758
08/08/09,1,2.0032,1.8139,1.1673,1.6758
08/07/09,1,2.0032,1.8139,1.1673,1.6758
08/06/09,1,2.0022,1.8085,1.1732,1.6858
08/05/09,1,2.0166,1.8309,1.1807,1.7014
08/04/09,1,2.0173,1.8114,1.1786,1.6953
08/03/09,1,2.0042,1.7986,1.1776,1.6843
08/02/09,1,1.9939,1.7805,1.1688,1.6524
08/01/09,1,1.9939,1.7805,1.1688,1.6524
07/31/09,1,1.9939,1.7805,1.1688,1.6524
07/30/09,1,1.9993,1.7879,1.1732,1.6486
07/29/09,1,1.9998,1.7809,1.1613,1.6379
07/28/09,1,1.9877,1.7836,1.1598,1.6503
07/27/09,1,2.0029,1.7835,1.1557,1.649
07/26/09,1,2.0084,1.777,1.1534,1.6409
07/25/09,1,2.0084,1.777,1.1534,1.6409
07/24/09,1,2.0084,1.777,1.1534,1.6409
07/23/09,1,2.0165,1.8111,1.1605,1.6513
07/22/09,1,2.0184,1.8159,1.1563,1.641
07/21/09,1,2.0153,1.8131,1.1557,1.6437
07/20/09,1,2.0358,1.8256,1.1627,1.6529
07/19/09,1,2.0364,1.8183,1.1557,1.6283
07/18/09,1,2.0364,1.8183,1.1557,1.6283
07/17/09,1,2.0364,1.8183,1.1557,1.6283
07/16/09,1,2.0466,1.8376,1.164,1.6447
07/15/09,1,2.0465,1.8439,1.166,1.6428
07/14/09,1,2.0627,1.8679,1.1661,1.6315
07/13/09,1,2.0754,1.8713,1.1523,1.6104
07/12/09,1,2.0909,1.8895,1.1655,1.6202
07/11/09,1,2.0909,1.8895,1.1655,1.6202
07/10/09,1,2.0909,1.8895,1.1655,1.6202
07/09/09,1,2.0719,1.8803,1.162,1.6256
07/08/09,1,2.0496,1.8736,1.1561,1.6071
07/07/09,1,2.0241,1.8781,1.1577,1.6229
07/06/09,1,2.0442,1.8803,1.1612,1.6137
07/05/09,1,2.0499,1.8923,1.1679,1.6361
07/04/09,1,2.0499,1.8923,1.1679,1.6361
07/03/09,1,2.0499,1.8923,1.1679,1.6361
07/02/09,1,2.0442,1.8898,1.1665,1.6387
07/01/09,1,2.0422,1.8949,1.168,1.6463
06/30/09,1,2.0372,1.91,1.1736,1.6587
06/29/09,1,2.0563,1.9132,1.1783,1.6565
06/28/09,1,2.0434,1.8925,1.1705,1.65
06/27/09,1,2.0434,1.8925,1.1705,1.65
06/26/09,1,2.0434,1.8925,1.1705,1.65
06/25/09,1,2.0413,1.891,1.1673,1.6272
06/24/09,1,2.0683,1.8963,1.1774,1.6518
06/23/09,1,2.0696,1.878,1.1664,1.6304
06/22/09,1,2.0675,1.8837,1.1869,1.6448
06/21/09,1,2.0401,1.8542,1.1804,1.6446
06/20/09,1,2.0401,1.8542,1.1804,1.6446
06/19/09,1,2.0401,1.8542,1.1804,1.6446
06/18/09,1,2.0422,1.836,1.1651,1.6218
06/17/09,1,2.0568,1.8533,1.1734,1.624
06/16/09,1,2.0533,1.8504,1.1853,1.6463
06/15/09,1,2.0403,1.852,1.1804,1.6348
06/14/09,1,2.021,1.8398,1.1712,1.6402
06/13/09,1,2.021,1.8398,1.1712,1.6402
06/12/09,1,2.021,1.8398,1.1712,1.6402
06/11/09,1,2.0229,1.8136,1.1755,1.6421
06/10/09,1,2.0257,1.8059,1.1651,1.643
06/09/09,1,2.0356,1.7843,1.1585,1.6171
06/08/09,1,2.0197,1.7853,1.1482,1.5921
06/07/09,1,2.0025,1.7808,1.1374,1.6125
06/06/09,1,2.0025,1.7808,1.1374,1.6125
06/05/09,1,2.0025,1.7808,1.1374,1.6125
06/04/09,1,2.0407,1.8062,1.1509,1.6222
06/03/09,1,2.0256,1.7982,1.1632,1.6526
06/02/09,1,2.0161,1.7837,1.1558,1.6456
06/01/09,1,2.0221,1.7738,1.1521,1.6382
05/31/09,1,2.0244,1.7758,1.1456,1.6151
05/30/09,1,2.0244,1.7758,1.1456,1.6151
05/29/09,1,2.0244,1.7758,1.1456,1.6151
05/28/09,1,2.0406,1.7867,1.1494,1.5926
05/27/09,1,2.0415,1.7845,1.1486,1.5967
05/26/09,1,2.049,1.792,1.1416,1.5877
05/25/09,1,2.0361,1.7922,1.136,1.5915
05/24/09,1,2.0307,1.793,1.1388,1.5912
05/23/09,1,2.0307,1.793,1.1388,1.5912
05/22/09,1,2.0307,1.793,1.1388,1.5912
05/21/09,1,2.032,1.7923,1.1377,1.5667
05/20/09,1,2.0003,1.7816,1.133,1.5511
05/19/09,1,1.9972,1.7914,1.1371,1.5479
05/18/09,1,2.0143,1.788,1.1331,1.5291
05/17/09,1,2.0128,1.7848,1.123,1.518
05/16/09,1,2.0128,1.7848,1.123,1.518
05/15/09,1,2.0128,1.7848,1.123,1.518
05/14/09,1,2.017,1.7783,1.1135,1.5102
05/13/09,1,1.9874,1.7595,1.1114,1.514
05/12/09,1,1.9989,1.7758,1.1193,1.5316
05/11/09,1,1.9848,1.7445,1.1128,1.5106
05/10/09,1,1.9874,1.7494,1.1227,1.5072
05/09/09,1,1.9874,1.7494,1.1227,1.5072
05/08/09,1,1.9874,1.7494,1.1227,1.5072
05/07/09,1,1.9884,1.7598,1.1303,1.5105
05/06/09,1,2.022,1.7706,1.1285,1.5034
05/05/09,1,2.0316,1.7687,1.1288,1.5129
05/04/09,1,2.0265,1.7625,1.124,1.4862
05/03/09,1,2.0312,1.7671,1.1194,1.486
05/02/09,1,2.0312,1.7671,1.1194,1.486
05/01/09,1,2.0312,1.7671,1.1194,1.486
04/30/09,1,2.0312,1.7671,1.1194,1.486
04/29/09,1,2.0511,1.7738,1.1127,1.4761
04/28/09,1,2.0791,1.7878,1.1232,1.4592
04/27/09,1,2.0424,1.7711,1.1102,1.4571
04/26/09,1,2.0311,1.7794,1.1038,1.4605
04/25/09,1,2.0311,1.7794,1.1038,1.4605
04/24/09,1,2.0311,1.7794,1.1038,1.4605
04/23/09,1,2.041,1.7962,1.1151,1.4552
04/22/09,1,2.0682,1.8133,1.1259,1.4577
04/21/09,1,2.0829,1.8063,1.1254,1.4553
04/20/09,1,2.0668,1.7969,1.1241,1.4575
04/19/09,1,2.0531,1.7915,1.1328,1.4792
04/18/09,1,2.0531,1.7915,1.1328,1.4792
04/17/09,1,2.0531,1.7915,1.1328,1.4792
04/16/09,1,2.0681,1.7925,1.1292,1.4901
04/15/09,1,2.0805,1.8143,1.1337,1.4934
04/14/09,1,2.0439,1.8079,1.1217,1.4892
04/13/09,1,2.0561,1.8054,1.1057,1.4676
04/12/09,1,2.0561,1.8054,1.1057,1.4676
04/11/09,1,2.0561,1.8054,1.1057,1.4676
04/10/09,1,2.0561,1.8054,1.1057,1.4676
04/09/09,1,2.0561,1.8054,1.1057,1.4676
04/08/09,1,2.0731,1.8169,1.1119,1.4712
04/07/09,1,2.0678,1.8232,1.1049,1.4646
04/06/09,1,2.0939,1.84,1.1047,1.4909
04/05/09,1,2.069,1.8326,1.0997,1.4764
04/04/09,1,2.069,1.8326,1.0997,1.4764
04/03/09,1,2.069,1.8326,1.0997,1.4764
04/02/09,1,2.059,1.8321,1.0954,1.467
04/01/09,1,2.0727,1.821,1.0862,1.4388
03/31/09,1,2.0645,1.7925,1.0743,1.4297
03/30/09,1,2.0865,1.7795,1.0763,1.42
03/29/09,1,2.0711,1.7712,1.077,1.4319
03/28/09,1,2.0711,1.7712,1.077,1.4319
03/27/09,1,2.0711,1.7712,1.077,1.4319
03/26/09,1,2.077,1.7934,1.0734,1.4606
03/25/09,1,2.0893,1.7958,1.082,1.46
03/24/09,1,2.1009,1.7988,1.0862,1.4672
03/23/09,1,2.0953,1.8025,1.0759,1.4587
03/22/09,1,2.0953,1.785,1.0644,1.4422
03/21/09,1,2.0953,1.785,1.0644,1.4422
03/20/09,1,2.0953,1.785,1.0644,1.4422
03/19/09,1,2.1022,1.7791,1.0633,1.4536
03/18/09,1,2.1127,1.7637,1.0648,1.3981
03/17/09,1,2.1181,1.7804,1.0793,1.3969
03/16/09,1,2.1377,1.7961,1.0863,1.4168
03/15/09,1,2.1244,1.7802,1.0846,1.3997
03/14/09,1,2.1244,1.7802,1.0846,1.3997
03/13/09,1,2.1244,1.7802,1.0846,1.3997
03/12/09,1,2.1256,1.7684,1.0743,1.3732
03/11/09,1,2.1239,1.7639,1.0805,1.3815
03/10/09,1,2.15,1.7715,1.0835,1.3851
03/09/09,1,2.1816,1.8,1.0972,1.3786
03/08/09,1,2.2228,1.8267,1.1236,1.4222
03/07/09,1,2.2228,1.8267,1.1236,1.4222
03/06/09,1,2.2228,1.8267,1.1236,1.4222
03/05/09,1,2.1985,1.8128,1.1232,1.4102
03/04/09,1,2.1984,1.8149,1.1233,1.4104
03/03/09,1,2.1902,1.8107,1.1164,1.4083
03/02/09,1,2.2242,1.8167,1.1194,1.4101
03/01/09,1,2.2272,1.7898,1.1197,1.4157
02/28/09,1,2.2272,1.7898,1.1197,1.4157
02/27/09,1,2.2272,1.7898,1.1197,1.4157
02/26/09,1,2.1979,1.7822,1.122,1.4341
02/25/09,1,2.2158,1.795,1.1256,1.4402
02/24/09,1,2.2504,1.8183,1.1368,1.4508
02/23/09,1,2.2547,1.8224,1.139,1.4576
02/22/09,1,2.2413,1.806,1.1351,1.4292
02/21/09,1,2.2413,1.806,1.1351,1.4292
02/20/09,1,2.2413,1.806,1.1351,1.4292
02/19/09,1,2.2211,1.7985,1.1334,1.44
02/18/09,1,2.2299,1.7954,1.1305,1.4239
02/17/09,1,2.2314,1.8031,1.1298,1.4274
02/16/09,1,2.1936,1.7789,1.1179,1.4271
02/15/09,1,2.1947,1.7908,1.131,1.4503
02/14/09,1,2.1947,1.7908,1.131,1.4503
02/13/09,1,2.1947,1.7908,1.131,1.4503
02/12/09,1,2.1976,1.7712,1.1074,1.4212
02/11/09,1,2.1939,1.7931,1.1111,1.4376
02/10/09,1,2.2118,1.8089,1.1401,1.4784
02/09/09,1,2.2109,1.8334,1.1481,1.4935
02/08/09,1,2.2292,1.8379,1.1486,1.4698
02/07/09,1,2.2292,1.8379,1.1486,1.4698
02/06/09,1,2.2292,1.8379,1.1486,1.4698
02/05/09,1,2.2519,1.8003,1.139,1.4612
02/04/09,1,2.2476,1.7895,1.1235,1.4401
02/03/09,1,2.2276,1.7785,1.1075,1.4231
02/02/09,1,2.2492,1.7546,1.107,1.4125
02/01/09,1,2.2404,1.7703,1.1138,1.4274
01/31/09,1,2.2404,1.7703,1.1138,1.4274
01/30/09,1,2.2404,1.7703,1.1138,1.4274
01/29/09,1,2.1741,1.7403,1.0902,1.4294
01/28/09,1,2.137,1.7429,1.0785,1.43
01/27/09,1,2.1262,1.7312,1.0693,1.4087
01/26/09,1,2.1046,1.6886,1.0644,1.3827
01/25/09,1,2.1131,1.7138,1.0653,1.3631
01/24/09,1,2.1131,1.7138,1.0653,1.3631
01/23/09,1,2.1131,1.7138,1.0653,1.3631
01/22/09,1,2.0971,1.7363,1.0592,1.3753
01/21/09,1,2.1241,1.7414,1.0654,1.3755
01/20/09,1,2.1117,1.7575,1.074,1.3887
01/19/09,1,2.1696,1.8229,1.1053,1.4571
01/18/09,1,2.2052,1.848,1.1245,1.4922
01/17/09,1,2.2052,1.848,1.1245,1.4922
01/16/09,1,2.2052,1.848,1.1245,1.4922
01/15/09,1,2.2104,1.8261,1.1153,1.4594
01/14/09,1,2.1765,1.7774,1.101,1.4503
01/13/09,1,2.1811,1.791,1.0975,1.4554
01/12/09,1,2.1749,1.7889,1.1166,1.4955
01/11/09,1,2.1648,1.8089,1.1176,1.5293
01/10/09,1,2.1648,1.8089,1.1176,1.5293
01/09/09,1,2.1648,1.8089,1.1176,1.5293
01/08/09,1,2.1669,1.8296,1.1194,1.5243
01/07/09,1,2.0824,1.7761,1.1058,1.5034
01/06/09,1,2.0409,1.7273,1.0898,1.4529
01/05/09,1,2.0505,1.7605,1.0686,1.4514
01/04/09,1,2.0691,1.763,1.0406,1.4429
01/03/09,1,2.0691,1.763,1.0406,1.4429
01/02/09,1,2.0691,1.763,1.0406,1.4429
01/01/09,1,2.1285,1.7846,1.0499,1.4611
12/31/08,1,2.1285,1.7846,1.0499,1.4611
12/30/08,1,2.0976,1.779,1.0265,1.4471
12/29/08,1,2.1046,1.779,1.0219,1.4583
12/28/08,1,2.1637,1.7891,1.0534,1.4753
12/27/08,1,2.1637,1.7891,1.0534,1.4753
12/26/08,1,2.1637,1.7891,1.0534,1.4753
12/25/08,1,2.1637,1.7891,1.0534,1.4753
