Date,USD,AUD,CAD,EUR,GBP
07/19/09,1,1.2506,1.1167,0.7097,0.6141
07/18/09,1,1.2506,1.1167,0.7097,0.6141
07/17/09,1,1.2506,1.1167,0.7097,0.6141
07/16/09,1,1.2443,1.1173,0.7077,0.608
07/15/09,1,1.2457,1.1224,0.7098,0.6087
07/14/09,1,1.2643,1.1449,0.7147,0.6129
07/13/09,1,1.2887,1.162,0.7156,0.621
07/12/09,1,1.2906,1.1662,0.7194,0.6172
07/11/09,1,1.2906,1.1662,0.7194,0.6172
07/10/09,1,1.2906,1.1662,0.7194,0.6172
07/09/09,1,1.2746,1.1567,0.7148,0.6152
07/08/09,1,1.2753,1.1658,0.7194,0.6222
07/07/09,1,1.2472,1.1572,0.7133,0.6162
07/06/09,1,1.2668,1.1652,0.7196,0.6197
07/05/09,1,1.2529,1.1566,0.7138,0.6112
07/04/09,1,1.2529,1.1566,0.7138,0.6112
07/03/09,1,1.2529,1.1566,0.7138,0.6112
07/02/09,1,1.2474,1.1532,0.7118,0.6102
07/01/09,1,1.2404,1.151,0.7094,0.6074
06/30/09,1,1.2282,1.1515,0.7075,0.6029
06/29/09,1,1.2414,1.1549,0.7113,0.6037
06/28/09,1,1.2384,1.147,0.7094,0.6061
06/27/09,1,1.2384,1.147,0.7094,0.6061
06/26/09,1,1.2384,1.147,0.7094,0.6061
06/25/09,1,1.2545,1.1621,0.7174,0.6146
06/24/09,1,1.2521,1.148,0.7128,0.6054
06/23/09,1,1.2694,1.1519,0.7154,0.6134
06/22/09,1,1.257,1.1453,0.7216,0.608
06/21/09,1,1.2405,1.1275,0.7178,0.6081
06/20/09,1,1.2405,1.1275,0.7178,0.6081
06/19/09,1,1.2405,1.1275,0.7178,0.6081
06/18/09,1,1.2592,1.132,0.7184,0.6166
06/17/09,1,1.2665,1.1412,0.7225,0.6158
06/16/09,1,1.2472,1.124,0.7199,0.6074
06/15/09,1,1.248,1.1329,0.722,0.6117
06/14/09,1,1.2321,1.1217,0.7141,0.6097
06/13/09,1,1.2321,1.1217,0.7141,0.6097
06/12/09,1,1.2321,1.1217,0.7141,0.6097
06/11/09,1,1.2319,1.1044,0.7159,0.609
06/10/09,1,1.2329,1.0991,0.7091,0.6086
06/09/09,1,1.2588,1.1034,0.7164,0.6184
06/08/09,1,1.2686,1.1213,0.7212,0.6281
06/07/09,1,1.2419,1.1044,0.7054,0.6202
06/06/09,1,1.2419,1.1044,0.7054,0.6202
06/05/09,1,1.2419,1.1044,0.7054,0.6202
06/04/09,1,1.258,1.1134,0.7095,0.6165
06/03/09,1,1.2257,1.0881,0.7039,0.6051
06/02/09,1,1.2251,1.0839,0.7023,0.6077
06/01/09,1,1.2343,1.0828,0.7032,0.6104
05/31/09,1,1.2534,1.0995,0.7093,0.6192
05/30/09,1,1.2534,1.0995,0.7093,0.6192
05/29/09,1,1.2534,1.0995,0.7093,0.6192
05/28/09,1,1.2813,1.1218,0.7217,0.6279
05/27/09,1,1.2785,1.1176,0.7194,0.6263
05/26/09,1,1.2906,1.1287,0.719,0.6299
05/25/09,1,1.2794,1.1261,0.7138,0.6283
05/24/09,1,1.2763,1.1268,0.7157,0.6285
05/23/09,1,1.2763,1.1268,0.7157,0.6285
05/22/09,1,1.2763,1.1268,0.7157,0.6285
05/21/09,1,1.297,1.144,0.7262,0.6383
05/20/09,1,1.2896,1.1486,0.7305,0.6447
05/19/09,1,1.2903,1.1574,0.7346,0.646
05/18/09,1,1.3173,1.1693,0.7411,0.654
05/17/09,1,1.3259,1.1758,0.7398,0.6588
05/16/09,1,1.3259,1.1758,0.7398,0.6588
05/15/09,1,1.3259,1.1758,0.7398,0.6588
05/14/09,1,1.3356,1.1775,0.7373,0.6622
05/13/09,1,1.3127,1.1622,0.7341,0.6605
05/12/09,1,1.3051,1.1595,0.7308,0.6529
05/11/09,1,1.3139,1.1549,0.7367,0.662
05/10/09,1,1.3186,1.1607,0.7449,0.6635
05/09/09,1,1.3186,1.1607,0.7449,0.6635
05/08/09,1,1.3186,1.1607,0.7449,0.6635
05/07/09,1,1.3164,1.1651,0.7483,0.6621
05/06/09,1,1.3449,1.1777,0.7506,0.6651
05/05/09,1,1.3428,1.1691,0.7461,0.661
05/04/09,1,1.3635,1.1859,0.7563,0.6728
05/03/09,1,1.3669,1.1892,0.7533,0.673
05/02/09,1,1.3669,1.1892,0.7533,0.673
05/01/09,1,1.3669,1.1892,0.7533,0.673
04/30/09,1,1.3669,1.1892,0.7533,0.673
04/29/09,1,1.3896,1.2017,0.7538,0.6775
04/28/09,1,1.4248,1.2252,0.7697,0.6853
04/27/09,1,1.4017,1.2155,0.7619,0.6863
04/26/09,1,1.3907,1.2183,0.7557,0.6847
04/25/09,1,1.3907,1.2183,0.7557,0.6847
04/24/09,1,1.3907,1.2183,0.7557,0.6847
04/23/09,1,1.4026,1.2343,0.7663,0.6872
04/22/09,1,1.4189,1.244,0.7724,0.686
04/21/09,1,1.4313,1.2412,0.7733,0.6871
04/20/09,1,1.418,1.2328,0.7712,0.6861
04/19/09,1,1.388,1.2111,0.7658,0.6761
04/18/09,1,1.388,1.2111,0.7658,0.6761
04/17/09,1,1.388,1.2111,0.7658,0.6761
04/16/09,1,1.3879,1.2029,0.7578,0.6711
04/15/09,1,1.3932,1.2149,0.7591,0.6696
04/14/09,1,1.3725,1.214,0.7532,0.6715
04/13/09,1,1.401,1.2302,0.7534,0.6814
04/12/09,1,1.401,1.2302,0.7534,0.6814
04/11/09,1,1.401,1.2302,0.7534,0.6814
04/10/09,1,1.401,1.2302,0.7534,0.6814
04/09/09,1,1.401,1.2302,0.7534,0.6814
04/08/09,1,1.4091,1.235,0.7558,0.6797
04/07/09,1,1.4119,1.2449,0.7544,0.6828
04/06/09,1,1.4044,1.2341,0.741,0.6707
04/05/09,1,1.4013,1.2413,0.7449,0.6773
04/04/09,1,1.4013,1.2413,0.7449,0.6773
04/03/09,1,1.4013,1.2413,0.7449,0.6773
04/02/09,1,1.4036,1.2489,0.7467,0.6817
04/01/09,1,1.4405,1.2656,0.7549,0.695
03/31/09,1,1.4439,1.2538,0.7514,0.6994
03/30/09,1,1.4694,1.2532,0.758,0.7042
03/29/09,1,1.4464,1.237,0.7522,0.6984
03/28/09,1,1.4464,1.237,0.7522,0.6984
03/27/09,1,1.4464,1.237,0.7522,0.6984
03/26/09,1,1.422,1.2278,0.7349,0.6846
03/25/09,1,1.431,1.23,0.7411,0.6849
03/24/09,1,1.4319,1.226,0.7404,0.6816
03/23/09,1,1.4364,1.2357,0.7376,0.6855
03/22/09,1,1.4529,1.2377,0.7381,0.6934
03/21/09,1,1.4529,1.2377,0.7381,0.6934
03/20/09,1,1.4529,1.2377,0.7381,0.6934
03/19/09,1,1.4462,1.2239,0.7315,0.688
03/18/09,1,1.511,1.2615,0.7616,0.7152
03/17/09,1,1.5163,1.2745,0.7727,0.7159
03/16/09,1,1.5089,1.2678,0.7668,0.7058
03/15/09,1,1.5178,1.2718,0.7749,0.7145
03/14/09,1,1.5178,1.2718,0.7749,0.7145
03/13/09,1,1.5178,1.2718,0.7749,0.7145
03/12/09,1,1.5479,1.2877,0.7824,0.7282
03/11/09,1,1.5374,1.2768,0.7821,0.7238
03/10/09,1,1.5522,1.279,0.7823,0.722
03/09/09,1,1.5824,1.3056,0.7959,0.7253
03/08/09,1,1.5629,1.2844,0.79,0.7031
03/07/09,1,1.5629,1.2844,0.79,0.7031
03/06/09,1,1.5629,1.2844,0.79,0.7031
03/05/09,1,1.559,1.2855,0.7965,0.7091
03/04/09,1,1.5587,1.2868,0.7965,0.709
03/03/09,1,1.5552,1.2857,0.7927,0.7101
03/02/09,1,1.5774,1.2884,0.7939,0.7092
03/01/09,1,1.5732,1.2642,0.7909,0.7063
02/28/09,1,1.5732,1.2642,0.7909,0.7063
02/27/09,1,1.5732,1.2642,0.7909,0.7063
02/26/09,1,1.5326,1.2428,0.7824,0.6973
02/25/09,1,1.5385,1.2463,0.7816,0.6943
02/24/09,1,1.5511,1.2533,0.7835,0.6893
02/23/09,1,1.5468,1.2503,0.7814,0.686
02/22/09,1,1.5683,1.2637,0.7942,0.6997
02/21/09,1,1.5683,1.2637,0.7942,0.6997
02/20/09,1,1.5683,1.2637,0.7942,0.6997
02/19/09,1,1.5425,1.249,0.7871,0.6945
02/18/09,1,1.5661,1.2609,0.7939,0.7023
02/17/09,1,1.5632,1.2632,0.7915,0.7006
02/16/09,1,1.5372,1.2465,0.7834,0.7007
02/15/09,1,1.5132,1.2347,0.7798,0.6895
02/14/09,1,1.5132,1.2347,0.7798,0.6895
02/13/09,1,1.5132,1.2347,0.7798,0.6895
02/12/09,1,1.5463,1.2463,0.7792,0.7037
02/11/09,1,1.5261,1.2473,0.7729,0.6956
02/10/09,1,1.4961,1.2236,0.7712,0.6764
02/09/09,1,1.4804,1.2276,0.7688,0.6696
02/08/09,1,1.5166,1.2505,0.7815,0.6804
02/07/09,1,1.5166,1.2505,0.7815,0.6804
02/06/09,1,1.5166,1.2505,0.7815,0.6804
02/05/09,1,1.5412,1.2321,0.7795,0.6844
02/04/09,1,1.5608,1.2426,0.7802,0.6944
02/03/09,1,1.5653,1.2497,0.7783,0.7027
02/02/09,1,1.5923,1.2422,0.7837,0.708
02/01/09,1,1.5695,1.2402,0.7803,0.7006
01/31/09,1,1.5695,1.2402,0.7803,0.7006
01/30/09,1,1.5695,1.2402,0.7803,0.7006
01/29/09,1,1.521,1.2175,0.7627,0.6996
01/28/09,1,1.4943,1.2188,0.7541,0.6993
01/27/09,1,1.5093,1.2289,0.7591,0.7099
01/26/09,1,1.5222,1.2212,0.7698,0.7232
01/25/09,1,1.5503,1.2573,0.7816,0.7336
01/24/09,1,1.5503,1.2573,0.7816,0.7336
01/23/09,1,1.5503,1.2573,0.7816,0.7336
01/22/09,1,1.5249,1.2625,0.7702,0.7271
01/21/09,1,1.5443,1.2661,0.7746,0.727
01/20/09,1,1.5206,1.2656,0.7734,0.7201
01/19/09,1,1.489,1.2511,0.7586,0.6863
01/18/09,1,1.4778,1.2384,0.7536,0.6702
01/17/09,1,1.4778,1.2384,0.7536,0.6702
01/16/09,1,1.4778,1.2384,0.7536,0.6702
01/15/09,1,1.5146,1.2513,0.7642,0.6852
01/14/09,1,1.5007,1.2255,0.7591,0.6895
01/13/09,1,1.4986,1.2306,0.754,0.6871
01/12/09,1,1.4542,1.1961,0.7466,0.6687
01/11/09,1,1.4156,1.1828,0.7308,0.6539
01/10/09,1,1.4156,1.1828,0.7308,0.6539
01/09/09,1,1.4156,1.1828,0.7308,0.6539
01/08/09,1,1.4215,1.2003,0.7344,0.656
01/07/09,1,1.3851,1.1814,0.7356,0.6652
01/06/09,1,1.4047,1.1889,0.7501,0.6883
01/05/09,1,1.4128,1.213,0.7363,0.689
01/04/09,1,1.434,1.2218,0.7212,0.6931
01/03/09,1,1.434,1.2218,0.7212,0.6931
01/02/09,1,1.434,1.2218,0.7212,0.6931
01/01/09,1,1.4568,1.2214,0.7185,0.6844
12/31/08,1,1.4568,1.2214,0.7185,0.6844
12/30/08,1,1.4495,1.2293,0.7093,0.691
12/29/08,1,1.4432,1.2199,0.7008,0.6857
12/28/08,1,1.4666,1.2127,0.714,0.6778
12/27/08,1,1.4666,1.2127,0.714,0.6778
12/26/08,1,1.4666,1.2127,0.714,0.6778
12/25/08,1,1.4666,1.2127,0.714,0.6778
12/24/08,1,1.4666,1.2127,0.714,0.6778
12/23/08,1,1.4624,1.2191,0.7154,0.6753
12/22/08,1,1.4598,1.1999,0.7158,0.6752
12/21/08,1,1.4684,1.2267,0.7174,0.6662
12/20/08,1,1.4684,1.2267,0.7174,0.6662
12/19/08,1,1.4684,1.2267,0.7174,0.6662
12/18/08,1,1.4187,1.1927,0.6842,0.6506
12/17/08,1,1.4559,1.2095,0.7113,0.6534
12/16/08,1,1.4882,1.2295,0.7305,0.6527
12/15/08,1,1.4986,1.2254,0.7402,0.6657
12/14/08,1,1.5211,1.2442,0.7496,0.6689
12/13/08,1,1.5211,1.2442,0.7496,0.6689
12/12/08,1,1.5211,1.2442,0.7496,0.6689
12/11/08,1,1.505,1.2397,0.7567,0.6711
12/10/08,1,1.5215,1.2607,0.7737,0.6756
12/09/08,1,1.5264,1.2596,0.7789,0.6785
12/08/08,1,1.5075,1.25,0.778,0.673
12/07/08,1,1.5709,1.2913,0.7896,0.6842
12/06/08,1,1.5709,1.2913,0.7896,0.6842
12/05/08,1,1.5709,1.2913,0.7896,0.6842
12/04/08,1,1.5558,1.2637,0.7924,0.6835
12/03/08,1,1.5547,1.2559,0.7922,0.6771
12/02/08,1,1.5438,1.2409,0.7876,0.667
12/01/08,1,1.5585,1.2472,0.7931,0.6675
11/30/08,1,1.5348,1.2395,0.7857,0.6521
11/29/08,1,1.5348,1.2395,0.7857,0.6521
11/28/08,1,1.5348,1.2395,0.7857,0.6521
11/27/08,1,1.5263,1.2354,0.7752,0.6479
11/26/08,1,1.5456,1.2358,0.7731,0.6537
11/25/08,1,1.5679,1.2421,0.7806,0.6664
11/24/08,1,1.5608,1.2631,0.7829,0.6668
11/23/08,1,1.6091,1.2816,0.7935,0.6674
11/22/08,1,1.6091,1.2816,0.7935,0.6674
11/21/08,1,1.6091,1.2816,0.7935,0.6674
11/20/08,1,1.5888,1.2609,0.7973,0.6714
11/19/08,1,1.5472,1.2375,0.7915,0.6647
11/18/08,1,1.542,1.2293,0.7903,0.6655
11/17/08,1,1.5348,1.2245,0.7899,0.67
11/16/08,1,1.5228,1.2232,0.789,0.6783
11/15/08,1,1.5228,1.2232,0.789,0.6783
11/14/08,1,1.5228,1.2232,0.789,0.6783
11/13/08,1,1.5646,1.2347,0.7984,0.674
11/12/08,1,1.5157,1.2125,0.7981,0.6569
11/11/08,1,1.4927,1.1899,0.7845,0.6391
11/10/08,1,1.446,1.1721,0.7757,0.6334
11/09/08,1,1.497,1.1935,0.7839,0.6338
11/08/08,1,1.497,1.1935,0.7839,0.6338
11/07/08,1,1.497,1.1935,0.7839,0.6338
11/06/08,1,1.4701,1.1724,0.7831,0.6304
11/05/08,1,1.4459,1.1545,0.777,0.6267
11/04/08,1,1.4473,1.1661,0.78,0.6299
11/03/08,1,1.4898,1.1964,0.7799,0.6215
11/02/08,1,1.5087,1.2292,0.7839,0.6168
11/01/08,1,1.5087,1.2292,0.7839,0.6168
10/31/08,1,1.5087,1.2292,0.7839,0.6168
10/30/08,1,1.4733,1.2042,0.7672,0.6066
10/29/08,1,1.5405,1.2588,0.7831,0.6232
10/28/08,1,1.5996,1.288,0.7983,0.637
10/27/08,1,1.6369,1.2816,0.8026,0.6471
10/26/08,1,1.628,1.2698,0.7939,0.64
10/25/08,1,1.628,1.2698,0.7939,0.64
10/24/08,1,1.628,1.2698,0.7939,0.64
10/23/08,1,1.5123,1.2713,0.7806,0.618
10/22/08,1,1.4851,1.2527,0.7786,0.6137
10/21/08,1,1.4624,1.2081,0.7585,0.5894
10/20/08,1,1.4422,1.1844,0.7449,0.5748
10/19/08,1,1.4635,1.1889,0.746,0.5783
10/18/08,1,1.4635,1.1889,0.746,0.5783
10/17/08,1,1.4635,1.1889,0.746,0.5783
10/16/08,1,1.482,1.1887,0.7404,0.5794
10/15/08,1,1.4364,1.1621,0.7339,0.5697
10/14/08,1,1.3864,1.138,0.7272,0.568
10/13/08,1,1.4898,1.166,0.7332,0.5758
10/12/08,1,1.5125,1.1664,0.7364,0.5877
10/11/08,1,1.5125,1.1664,0.7364,0.5877
10/10/08,1,1.5125,1.1664,0.7364,0.5877
10/09/08,1,1.4254,1.1254,0.7309,0.577
10/08/08,1,1.4582,1.1001,0.7283,0.5687
10/07/08,1,1.378,1.0997,0.7336,0.5702
10/06/08,1,1.3362,1.0846,0.7335,0.5668
10/05/08,1,1.2867,1.077,0.7229,0.5664
10/04/08,1,1.2867,1.077,0.7229,0.5664
10/03/08,1,1.2867,1.077,0.7229,0.5664
10/02/08,1,1.2714,1.0648,0.7193,0.5662
10/01/08,1,1.254,1.059,0.7102,0.5624
09/30/08,1,1.2402,1.046,0.6992,0.5525
09/29/08,1,1.2276,1.0404,0.6969,0.5547
09/28/08,1,1.2066,1.0347,0.6831,0.5429
09/27/08,1,1.2066,1.0347,0.6831,0.5429
09/26/08,1,1.2066,1.0347,0.6831,0.5429
09/25/08,1,1.1899,1.0344,0.6803,0.5388
09/24/08,1,1.1952,1.0351,0.6807,0.5394
09/23/08,1,1.1887,1.0341,0.6788,0.5397
09/22/08,1,1.1966,1.0504,0.6863,0.5435
09/21/08,1,1.2296,1.0645,0.7024,0.553
09/20/08,1,1.2296,1.0645,0.7024,0.553
09/19/08,1,1.2296,1.0645,0.7024,0.553
09/18/08,1,1.2385,1.0612,0.6896,0.5478
09/17/08,1,1.2588,1.0669,0.703,0.559
09/16/08,1,1.2587,1.0712,0.7009,0.559
09/15/08,1,1.2398,1.0699,0.7067,0.5611
09/14/08,1,1.24,1.069,0.7109,0.566
09/13/08,1,1.24,1.069,0.7109,0.566
09/12/08,1,1.24,1.069,0.7109,0.566
09/11/08,1,1.2576,1.0729,0.7177,0.5699
09/10/08,1,1.2446,1.0707,0.7095,0.569
09/09/08,1,1.2293,1.0626,0.707,0.5677
09/08/08,1,1.2203,1.0617,0.7035,0.5679
09/07/08,1,1.2359,1.0665,0.7019,0.568
09/06/08,1,1.2359,1.0665,0.7019,0.568
09/05/08,1,1.2359,1.0665,0.7019,0.568
09/04/08,1,1.196,1.0591,0.6902,0.5612
09/03/08,1,1.201,1.0733,0.6925,0.5632
09/02/08,1,1.1983,1.0666,0.6889,0.56
09/01/08,1,1.172,1.0659,0.6839,0.5551
08/31/08,1,1.1582,1.0526,0.6787,0.5463
08/30/08,1,1.1582,1.0526,0.6787,0.5463
08/29/08,1,1.1582,1.0526,0.6787,0.5463
08/28/08,1,1.154,1.0464,0.677,0.5448
08/27/08,1,1.1589,1.044,0.6772,0.5415
08/26/08,1,1.1728,1.0535,0.685,0.5448
08/25/08,1,1.1526,1.0445,0.6772,0.5394
08/24/08,1,1.1494,1.0469,0.6753,0.538
08/23/08,1,1.1494,1.0469,0.6753,0.538
08/22/08,1,1.1494,1.0469,0.6753,0.538
08/21/08,1,1.1483,1.0529,0.675,0.5357
08/20/08,1,1.1486,1.0615,0.6787,0.5383
08/19/08,1,1.1536,1.0654,0.6813,0.5372
08/18/08,1,1.1451,1.0581,0.6801,0.536
08/17/08,1,1.1563,1.0649,0.6789,0.5368
08/16/08,1,1.1563,1.0649,0.6789,0.5368
08/15/08,1,1.1563,1.0649,0.6789,0.5368
08/14/08,1,1.1411,1.0582,0.6708,0.5335
08/13/08,1,1.1488,1.068,0.671,0.5329
08/12/08,1,1.1436,1.069,0.6708,0.5262
08/11/08,1,1.1224,1.0667,0.6661,0.5207
08/10/08,1,1.1201,1.0664,0.6634,0.5202
08/09/08,1,1.1201,1.0664,0.6634,0.5202
08/08/08,1,1.1201,1.0664,0.6634,0.5202
08/07/08,1,1.0979,1.0472,0.6464,0.5123
08/06/08,1,1.0932,1.044,0.6461,0.5117
08/05/08,1,1.0906,1.044,0.6457,0.5119
08/04/08,1,1.0727,1.0301,0.6424,0.5086
08/03/08,1,1.0699,1.0261,0.6421,0.5059
08/02/08,1,1.0699,1.0261,0.6421,0.5059
08/01/08,1,1.0699,1.0261,0.6421,0.5059
07/31/08,1,1.0598,1.023,0.6406,0.5054
07/30/08,1,1.0564,1.0228,0.6415,0.5047
07/29/08,1,1.0477,1.0243,0.6367,0.5029
07/28/08,1,1.0457,1.0217,0.6351,0.5033
07/27/08,1,1.0447,1.0149,0.6356,0.5013
07/26/08,1,1.0447,1.0149,0.6356,0.5013
07/25/08,1,1.0447,1.0149,0.6356,0.5013
07/24/08,1,1.041,1.0099,0.6379,0.5033
07/23/08,1,1.0374,1.0081,0.6353,0.5001
07/22/08,1,1.0229,1.0015,0.6282,0.4985
07/21/08,1,1.0253,1.004,0.6306,0.5011
07/20/08,1,1.0298,1.0054,0.6323,0.5015
07/19/08,1,1.0298,1.0054,0.6323,0.5015
07/18/08,1,1.0298,1.0054,0.6323,0.5015
07/17/08,1,1.025,1.0007,0.631,0.4993
07/16/08,1,1.024,1.002,0.6294,0.4997
07/15/08,1,1.0181,0.9993,0.6254,0.4975
07/14/08,1,1.0329,1.0093,0.631,0.5032
07/13/08,1,1.0371,1.0161,0.6315,0.5047
07/12/08,1,1.0371,1.0161,0.6315,0.5047
07/11/08,1,1.0371,1.0161,0.6315,0.5047
07/10/08,1,1.0413,1.0108,0.6366,0.5065
07/09/08,1,1.0501,1.0151,0.6363,0.5069
07/08/08,1,1.0503,1.0182,0.6375,0.5064
07/07/08,1,1.0455,1.0215,0.6389,0.5088
07/06/08,1,1.0389,1.0165,0.6381,0.5046
07/05/08,1,1.0389,1.0165,0.6381,0.5046
07/04/08,1,1.0389,1.0165,0.6381,0.5046
07/03/08,1,1.0393,1.0146,0.6295,0.5031
07/02/08,1,1.04,1.0213,0.6327,0.5031
07/01/08,1,1.0472,1.0183,0.6339,0.5014
06/30/08,1,1.0385,1.0113,0.6344,0.5026
06/29/08,1,1.0403,1.0065,0.635,0.5031
06/28/08,1,1.0403,1.0065,0.635,0.5031
06/27/08,1,1.0403,1.0065,0.635,0.5031
06/26/08,1,1.0418,1.0107,0.6357,0.5034
06/25/08,1,1.0455,1.012,0.6411,0.5069
06/24/08,1,1.0487,1.0164,0.6423,0.5081
06/23/08,1,1.0505,1.0159,0.6443,0.51
06/22/08,1,1.0475,1.0125,0.6406,0.5059
06/21/08,1,1.0475,1.0125,0.6406,0.5059
06/20/08,1,1.0475,1.0125,0.6406,0.5059
06/19/08,1,1.0557,1.0149,0.646,0.5079
06/18/08,1,1.0625,1.0196,0.6455,0.512
06/17/08,1,1.0643,1.0219,0.6461,0.5133
06/16/08,1,1.0631,1.0278,0.6469,0.5093
06/15/08,1,1.069,1.0268,0.6521,0.5141
06/14/08,1,1.069,1.0268,0.6521,0.5141
06/13/08,1,1.069,1.0268,0.6521,0.5141
06/12/08,1,1.0699,1.0252,0.6486,0.5132
06/11/08,1,1.0555,1.0169,0.6445,0.5101
06/10/08,1,1.0521,1.0292,0.6441,0.511
06/09/08,1,1.0399,1.0223,0.6336,0.5052
06/08/08,1,1.0425,1.0198,0.6411,0.5111
06/07/08,1,1.0425,1.0198,0.6411,0.5111
06/06/08,1,1.0425,1.0198,0.6411,0.5111
06/05/08,1,1.0498,1.0211,0.6493,0.5127
06/04/08,1,1.041,1.0093,0.6466,0.5109
06/03/08,1,1.0435,1.0017,0.6413,0.5073
06/02/08,1,1.0465,0.9961,0.6443,0.51
06/01/08,1,1.0454,0.9919,0.6448,0.5068
05/31/08,1,1.0454,0.9919,0.6448,0.5068
05/30/08,1,1.0454,0.9919,0.6448,0.5068
05/29/08,1,1.0426,0.984,0.643,0.5058
05/28/08,1,1.0436,0.995,0.6387,0.5066
05/27/08,1,1.0388,0.988,0.6345,0.5057
05/26/08,1,1.0418,0.989,0.6345,0.5054
05/25/08,1,1.0403,0.9867,0.6352,0.5046
05/24/08,1,1.0403,0.9867,0.6352,0.5046
05/23/08,1,1.0403,0.9867,0.6352,0.5046
05/22/08,1,1.0409,0.9834,0.6347,0.504
05/21/08,1,1.0376,0.9845,0.6348,0.5088
05/20/08,1,1.0419,0.9912,0.6394,0.5092
05/19/08,1,1.048,0.9942,0.642,0.512
05/18/08,1,1.053,0.9979,0.6452,0.5135
05/17/08,1,1.053,0.9979,0.6452,0.5135
05/16/08,1,1.053,0.9979,0.6452,0.5135
05/15/08,1,1.069,1.0014,0.6462,0.5152
05/14/08,1,1.0725,0.9979,0.6477,0.515
05/13/08,1,1.0604,1.0058,0.6463,0.513
05/12/08,1,1.0612,1.0051,0.6481,0.5112
05/11/08,1,1.0652,1.0087,0.6469,0.5135
05/10/08,1,1.0652,1.0087,0.6469,0.5135
05/09/08,1,1.0652,1.0087,0.6469,0.5135
05/08/08,1,1.0629,1.0131,0.6516,0.5115
05/07/08,1,1.0572,1.0021,0.6481,0.5111
05/06/08,1,1.0592,1.0123,0.644,0.5075
05/05/08,1,1.0624,1.0166,0.6468,0.5079
05/04/08,1,1.0709,1.0166,0.6469,0.5039
05/03/08,1,1.0709,1.0166,0.6469,0.5039
05/02/08,1,1.0709,1.0166,0.6469,0.5039
05/01/08,1,1.0691,1.0096,0.6435,0.5085
04/30/08,1,1.0691,1.0096,0.6435,0.5085
04/29/08,1,1.0731,1.0136,0.6422,0.5067
04/28/08,1,1.0664,1.0144,0.6399,0.5021
04/27/08,1,1.0736,1.017,0.6412,0.504
04/26/08,1,1.0736,1.017,0.6412,0.504
04/25/08,1,1.0736,1.017,0.6412,0.504
04/24/08,1,1.0583,1.0173,0.6342,0.5061
04/23/08,1,1.0511,1.0134,0.6274,0.504
04/22/08,1,1.0577,1.0068,0.6277,0.502
04/21/08,1,1.0613,1.0023,0.629,0.5036
04/20/08,1,1.0698,1.0112,0.6337,0.5011
04/19/08,1,1.0698,1.0112,0.6337,0.5011
04/18/08,1,1.0698,1.0112,0.6337,0.5011
04/17/08,1,1.067,1.0015,0.63,0.5051
04/16/08,1,1.0716,1.0091,0.6278,0.5061
04/15/08,1,1.0817,1.0215,0.6318,0.5085
04/14/08,1,1.0812,1.0223,0.6302,0.5032
04/13/08,1,1.0752,1.0193,0.6316,0.5063
04/12/08,1,1.0752,1.0193,0.6316,0.5063
04/11/08,1,1.0752,1.0193,0.6316,0.5063
04/10/08,1,1.0721,1.0183,0.6299,0.5046
04/09/08,1,1.0773,1.0188,0.6359,0.5072
04/08/08,1,1.0812,1.0138,0.6372,0.5081
04/07/08,1,1.0818,1.0071,0.6372,0.503
04/06/08,1,1.0883,1.0064,0.6361,0.4996
04/05/08,1,1.0883,1.0064,0.6361,0.4996
04/04/08,1,1.0883,1.0064,0.6361,0.4996
04/03/08,1,1.0991,1.0126,0.6441,0.5044
04/02/08,1,1.0968,1.0169,0.6397,0.5044
04/01/08,1,1.0993,1.0261,0.6386,0.5037
03/31/08,1,1.0963,1.0262,0.6324,0.5033
03/30/08,1,1.087,1.018,0.6331,0.5006
03/29/08,1,1.087,1.018,0.6331,0.5006
03/28/08,1,1.087,1.018,0.6331,0.5006
03/27/08,1,1.0825,1.0189,0.6335,0.4959
03/26/08,1,1.0849,1.0152,0.6365,0.5017
03/25/08,1,1.0942,1.0193,0.6423,0.5017
03/24/08,1,1.1079,1.0255,0.6484,0.5046
03/23/08,1,1.1079,1.0255,0.6484,0.5046
03/22/08,1,1.1079,1.0255,0.6484,0.5046
03/21/08,1,1.1079,1.0255,0.6484,0.5046
03/20/08,1,1.1079,1.0255,0.6484,0.5046
03/19/08,1,1.0732,0.9964,0.6373,0.5008
03/18/08,1,1.0763,0.9938,0.6341,0.4957
03/17/08,1,1.0845,0.9949,0.6341,0.4982
03/16/08,1,1.0623,0.9947,0.6426,0.4933
03/15/08,1,1.0623,0.9947,0.6426,0.4933
03/14/08,1,1.0623,0.9947,0.6426,0.4933
03/13/08,1,1.0667,0.9862,0.642,0.4916
03/12/08,1,1.076,0.9887,0.6461,0.4953
03/11/08,1,1.0796,0.9923,0.6502,0.4971
03/10/08,1,1.0822,0.9905,0.6519,0.4958
03/09/08,1,1.069,0.9774,0.6486,0.496
03/08/08,1,1.069,0.9774,0.6486,0.496
03/07/08,1,1.069,0.9774,0.6486,0.496
03/06/08,1,1.0674,0.9855,0.6528,0.4986
03/05/08,1,1.0796,0.9926,0.6581,0.5057
03/04/08,1,1.0722,0.9888,0.6576,0.5035
03/03/08,1,1.0704,0.9832,0.6578,0.5038
03/02/08,1,1.0698,0.9821,0.6593,0.5045
03/01/08,1,1.0698,0.9821,0.6593,0.5045
02/29/08,1,1.0698,0.9821,0.6593,0.5045
