Date,EUR,AUD,CAD,GBP,USD
04/19/09,1,1.8125,1.5815,0.8828,1.3058
04/18/09,1,1.8125,1.5815,0.8828,1.3058
04/17/09,1,1.8125,1.5815,0.8828,1.3058
04/16/09,1,1.8315,1.5874,0.8856,1.3196
04/15/09,1,1.8352,1.6004,0.8821,1.3173
04/14/09,1,1.8221,1.6117,0.8915,1.3276
04/13/09,1,1.8595,1.6328,0.9044,1.3273
04/12/09,1,1.8595,1.6328,0.9044,1.3273
04/11/09,1,1.8595,1.6328,0.9044,1.3273
04/10/09,1,1.8595,1.6328,0.9044,1.3273
04/09/09,1,1.8595,1.6328,0.9044,1.3273
04/08/09,1,1.8644,1.634,0.8994,1.3231
04/07/09,1,1.8715,1.6501,0.9051,1.3255
04/06/09,1,1.8954,1.6656,0.9052,1.3496
04/05/09,1,1.8813,1.6664,0.9093,1.3425
04/04/09,1,1.8813,1.6664,0.9093,1.3425
04/03/09,1,1.8813,1.6664,0.9093,1.3425
04/02/09,1,1.8797,1.6725,0.9129,1.3392
04/01/09,1,1.9081,1.6764,0.9206,1.3246
03/31/09,1,1.9216,1.6685,0.9308,1.3308
03/30/09,1,1.9386,1.6533,0.9291,1.3193
03/29/09,1,1.923,1.6446,0.9285,1.3295
03/28/09,1,1.923,1.6446,0.9285,1.3295
03/27/09,1,1.923,1.6446,0.9285,1.3295
03/26/09,1,1.9349,1.6707,0.9316,1.3607
03/25/09,1,1.931,1.6598,0.9243,1.3494
03/24/09,1,1.9341,1.656,0.9206,1.3507
03/23/09,1,1.9475,1.6753,0.9295,1.3558
03/22/09,1,1.9685,1.677,0.9395,1.3549
03/21/09,1,1.9685,1.677,0.9395,1.3549
03/20/09,1,1.9685,1.677,0.9395,1.3549
03/19/09,1,1.9771,1.6732,0.9405,1.3671
03/18/09,1,1.984,1.6563,0.9391,1.313
03/17/09,1,1.9624,1.6495,0.9265,1.2942
03/16/09,1,1.9679,1.6534,0.9206,1.3042
03/15/09,1,1.9587,1.6413,0.922,1.2905
03/14/09,1,1.9587,1.6413,0.922,1.2905
03/13/09,1,1.9587,1.6413,0.922,1.2905
03/12/09,1,1.9785,1.646,0.9308,1.2782
03/11/09,1,1.9657,1.6325,0.9255,1.2786
03/10/09,1,1.9842,1.6349,0.9229,1.2783
03/09/09,1,1.9883,1.6405,0.9114,1.2565
03/08/09,1,1.9783,1.6258,0.89,1.2658
03/07/09,1,1.9783,1.6258,0.89,1.2658
03/06/09,1,1.9783,1.6258,0.89,1.2658
03/05/09,1,1.9573,1.6139,0.8903,1.2555
03/04/09,1,1.957,1.6156,0.8902,1.2555
03/03/09,1,1.9619,1.6219,0.8958,1.2615
03/02/09,1,1.9869,1.6229,0.8933,1.2596
03/01/09,1,1.9891,1.5985,0.8931,1.2644
02/28/09,1,1.9891,1.5985,0.8931,1.2644
02/27/09,1,1.9891,1.5985,0.8931,1.2644
02/26/09,1,1.959,1.5885,0.8913,1.2782
02/25/09,1,1.9685,1.5947,0.8884,1.2795
02/24/09,1,1.9797,1.5996,0.8797,1.2763
02/23/09,1,1.9796,1.6001,0.878,1.2798
02/22/09,1,1.9746,1.5911,0.881,1.2591
02/21/09,1,1.9746,1.5911,0.881,1.2591
02/20/09,1,1.9746,1.5911,0.881,1.2591
02/19/09,1,1.9597,1.5868,0.8823,1.2705
02/18/09,1,1.9726,1.5882,0.8846,1.2596
02/17/09,1,1.975,1.5959,0.8851,1.2634
02/16/09,1,1.9622,1.5912,0.8945,1.2765
02/15/09,1,1.9404,1.5833,0.8842,1.2823
02/14/09,1,1.9404,1.5833,0.8842,1.2823
02/13/09,1,1.9404,1.5833,0.8842,1.2823
02/12/09,1,1.9844,1.5994,0.903,1.2833
02/11/09,1,1.9745,1.6138,0.9,1.2938
02/10/09,1,1.94,1.5866,0.8771,1.2967
02/09/09,1,1.9257,1.5969,0.871,1.3008
02/08/09,1,1.9407,1.6001,0.8706,1.2796
02/07/09,1,1.9407,1.6001,0.8706,1.2796
02/06/09,1,1.9407,1.6001,0.8706,1.2796
02/05/09,1,1.9772,1.5807,0.878,1.2829
02/04/09,1,2.0006,1.5928,0.8901,1.2818
02/03/09,1,2.0113,1.6058,0.9029,1.2849
02/02/09,1,2.0318,1.585,0.9034,1.276
02/01/09,1,2.0115,1.5895,0.8979,1.2816
01/31/09,1,2.0115,1.5895,0.8979,1.2816
01/30/09,1,2.0115,1.5895,0.8979,1.2816
01/29/09,1,1.9942,1.5963,0.9173,1.3111
01/28/09,1,1.9815,1.6161,0.9273,1.326
01/27/09,1,1.9884,1.619,0.9352,1.3174
01/26/09,1,1.9773,1.5864,0.9395,1.299
01/25/09,1,1.9836,1.6087,0.9387,1.2795
01/24/09,1,1.9836,1.6087,0.9387,1.2795
01/23/09,1,1.9836,1.6087,0.9387,1.2795
01/22/09,1,1.9799,1.6392,0.9441,1.2984
01/21/09,1,1.9937,1.6345,0.9386,1.291
01/20/09,1,1.9662,1.6364,0.9311,1.293
01/19/09,1,1.9628,1.6492,0.9047,1.3182
01/18/09,1,1.9611,1.6434,0.8893,1.327
01/17/09,1,1.9611,1.6434,0.8893,1.327
01/16/09,1,1.9611,1.6434,0.8893,1.327
01/15/09,1,1.9818,1.6373,0.8966,1.3085
01/14/09,1,1.9769,1.6144,0.9083,1.3173
01/13/09,1,1.9874,1.632,0.9112,1.3262
01/12/09,1,1.9478,1.6021,0.8956,1.3394
01/11/09,1,1.9371,1.6186,0.8948,1.3684
01/10/09,1,1.9371,1.6186,0.8948,1.3684
01/09/09,1,1.9371,1.6186,0.8948,1.3684
01/08/09,1,1.9357,1.6344,0.8933,1.3617
01/07/09,1,1.8831,1.6061,0.9043,1.3595
01/06/09,1,1.8727,1.585,0.9176,1.3332
01/05/09,1,1.9189,1.6475,0.9358,1.3582
01/04/09,1,1.9884,1.6942,0.961,1.3866
01/03/09,1,1.9884,1.6942,0.961,1.3866
01/02/09,1,1.9884,1.6942,0.961,1.3866
01/01/09,1,2.0274,1.6998,0.9525,1.3917
12/31/08,1,2.0274,1.6998,0.9525,1.3917
12/30/08,1,2.0435,1.7331,0.9742,1.4098
12/29/08,1,2.0595,1.7408,0.9786,1.427
12/28/08,1,2.054,1.6984,0.9493,1.4005
12/27/08,1,2.054,1.6984,0.9493,1.4005
12/26/08,1,2.054,1.6984,0.9493,1.4005
12/25/08,1,2.054,1.6984,0.9493,1.4005
12/24/08,1,2.054,1.6984,0.9493,1.4005
12/23/08,1,2.0442,1.7041,0.944,1.3978
12/22/08,1,2.0393,1.6763,0.9432,1.397
12/21/08,1,2.047,1.71,0.9287,1.394
12/20/08,1,2.047,1.71,0.9287,1.394
12/19/08,1,2.047,1.71,0.9287,1.394
12/18/08,1,2.0735,1.7433,0.9509,1.4616
12/17/08,1,2.0469,1.7004,0.9186,1.4059
12/16/08,1,2.0374,1.6832,0.8936,1.369
12/15/08,1,2.0246,1.6555,0.8994,1.351
12/14/08,1,2.0291,1.6598,0.8924,1.334
12/13/08,1,2.0291,1.6598,0.8924,1.334
12/12/08,1,2.0291,1.6598,0.8924,1.334
12/11/08,1,1.9889,1.6383,0.8869,1.3215
12/10/08,1,1.9665,1.6295,0.8733,1.2925
12/09/08,1,1.9596,1.6171,0.8711,1.2838
12/08/08,1,1.9377,1.6067,0.8651,1.2854
12/07/08,1,1.9895,1.6354,0.8666,1.2665
12/06/08,1,1.9895,1.6354,0.8666,1.2665
12/05/08,1,1.9895,1.6354,0.8666,1.2665
12/04/08,1,1.9634,1.5948,0.8626,1.262
12/03/08,1,1.9625,1.5853,0.8548,1.2623
12/02/08,1,1.9602,1.5756,0.847,1.2697
12/01/08,1,1.9649,1.5725,0.8416,1.2608
11/30/08,1,1.9533,1.5775,0.8299,1.2727
11/29/08,1,1.9533,1.5775,0.8299,1.2727
11/28/08,1,1.9533,1.5775,0.8299,1.2727
11/27/08,1,1.9689,1.5937,0.8358,1.29
11/26/08,1,1.9992,1.5985,0.8456,1.2935
11/25/08,1,2.0086,1.5912,0.8538,1.2811
11/24/08,1,1.9936,1.6134,0.8517,1.2773
11/23/08,1,2.0278,1.6151,0.841,1.2602
11/22/08,1,2.0278,1.6151,0.841,1.2602
11/21/08,1,2.0278,1.6151,0.841,1.2602
11/20/08,1,1.9927,1.5814,0.8421,1.2542
11/19/08,1,1.9547,1.5634,0.8398,1.2634
11/18/08,1,1.9511,1.5554,0.8421,1.2653
11/17/08,1,1.943,1.5502,0.8483,1.266
11/16/08,1,1.9301,1.5504,0.8598,1.2675
11/15/08,1,1.9301,1.5504,0.8598,1.2675
11/14/08,1,1.9301,1.5504,0.8598,1.2675
11/13/08,1,1.9596,1.5465,0.8442,1.2525
11/12/08,1,1.8992,1.5193,0.8231,1.253
11/11/08,1,1.9028,1.5168,0.8147,1.2747
11/10/08,1,1.8641,1.511,0.8165,1.2891
11/09/08,1,1.9096,1.5224,0.8085,1.2756
11/08/08,1,1.9096,1.5224,0.8085,1.2756
11/07/08,1,1.9096,1.5224,0.8085,1.2756
11/06/08,1,1.8773,1.4972,0.805,1.277
11/05/08,1,1.8609,1.4858,0.8065,1.287
11/04/08,1,1.8554,1.4949,0.8075,1.282
11/03/08,1,1.9102,1.534,0.7969,1.2822
11/02/08,1,1.9247,1.5681,0.7869,1.2757
11/01/08,1,1.9247,1.5681,0.7869,1.2757
10/31/08,1,1.9247,1.5681,0.7869,1.2757
10/30/08,1,1.9204,1.5697,0.7907,1.3035
10/29/08,1,1.9672,1.6075,0.7958,1.277
10/28/08,1,2.0037,1.6133,0.7979,1.2526
10/27/08,1,2.0396,1.5969,0.8063,1.246
10/26/08,1,2.0506,1.5994,0.8061,1.2596
10/25/08,1,2.0506,1.5994,0.8061,1.2596
10/24/08,1,2.0506,1.5994,0.8061,1.2596
10/23/08,1,1.9372,1.6285,0.7917,1.281
10/22/08,1,1.9073,1.6088,0.7882,1.2843
10/21/08,1,1.928,1.5928,0.777,1.3184
10/20/08,1,1.936,1.59,0.7717,1.3424
10/19/08,1,1.9617,1.5936,0.7751,1.3404
10/18/08,1,1.9617,1.5936,0.7751,1.3404
10/17/08,1,1.9617,1.5936,0.7751,1.3404
10/16/08,1,2.0018,1.6056,0.7827,1.3507
10/15/08,1,1.9571,1.5833,0.7762,1.3625
10/14/08,1,1.9066,1.565,0.7811,1.3752
10/13/08,1,2.032,1.5903,0.7854,1.3639
10/12/08,1,2.0538,1.5839,0.798,1.3579
10/11/08,1,2.0538,1.5839,0.798,1.3579
10/10/08,1,2.0538,1.5839,0.798,1.3579
10/09/08,1,1.9503,1.5398,0.7895,1.3682
10/08/08,1,2.0022,1.5105,0.7809,1.3731
10/07/08,1,1.8785,1.4991,0.7773,1.3632
10/06/08,1,1.8218,1.4787,0.7728,1.3634
10/05/08,1,1.78,1.4899,0.7836,1.3834
10/04/08,1,1.78,1.4899,0.7836,1.3834
10/03/08,1,1.78,1.4899,0.7836,1.3834
10/02/08,1,1.7676,1.4804,0.7872,1.3903
10/01/08,1,1.7658,1.4912,0.7919,1.4081
09/30/08,1,1.7739,1.4961,0.7903,1.4303
09/29/08,1,1.7615,1.4929,0.7959,1.4349
09/28/08,1,1.7664,1.5148,0.7948,1.464
09/27/08,1,1.7664,1.5148,0.7948,1.464
09/26/08,1,1.7664,1.5148,0.7948,1.464
09/25/08,1,1.7491,1.5205,0.792,1.47
09/24/08,1,1.7558,1.5205,0.7924,1.469
09/23/08,1,1.7511,1.5233,0.7951,1.4731
09/22/08,1,1.7436,1.5305,0.792,1.4571
09/21/08,1,1.7505,1.5154,0.7873,1.4236
09/20/08,1,1.7505,1.5154,0.7873,1.4236
09/19/08,1,1.7505,1.5154,0.7873,1.4236
09/18/08,1,1.7961,1.539,0.7944,1.4502
09/17/08,1,1.7905,1.5176,0.7952,1.4224
09/16/08,1,1.7958,1.5283,0.7975,1.4267
09/15/08,1,1.7544,1.514,0.794,1.4151
09/14/08,1,1.7442,1.5036,0.7962,1.4066
09/13/08,1,1.7442,1.5036,0.7962,1.4066
09/12/08,1,1.7442,1.5036,0.7962,1.4066
09/11/08,1,1.7524,1.495,0.7941,1.3934
09/10/08,1,1.7541,1.509,0.802,1.4094
09/09/08,1,1.7387,1.503,0.803,1.4144
09/08/08,1,1.7346,1.5091,0.8072,1.4214
09/07/08,1,1.7608,1.5194,0.8093,1.4247
09/06/08,1,1.7608,1.5194,0.8093,1.4247
09/05/08,1,1.7608,1.5194,0.8093,1.4247
09/04/08,1,1.7328,1.5344,0.813,1.4488
09/03/08,1,1.7343,1.55,0.8133,1.4441
09/02/08,1,1.7394,1.5483,0.813,1.4516
09/01/08,1,1.7136,1.5585,0.8117,1.4621
08/31/08,1,1.7066,1.551,0.805,1.4735
08/30/08,1,1.7066,1.551,0.805,1.4735
08/29/08,1,1.7066,1.551,0.805,1.4735
08/28/08,1,1.7045,1.5456,0.8047,1.4771
08/27/08,1,1.7114,1.5417,0.7997,1.4767
08/26/08,1,1.712,1.5379,0.7953,1.4598
08/25/08,1,1.7021,1.5424,0.7966,1.4767
08/24/08,1,1.702,1.5502,0.7966,1.4808
08/23/08,1,1.702,1.5502,0.7966,1.4808
08/22/08,1,1.702,1.5502,0.7966,1.4808
08/21/08,1,1.7011,1.5598,0.7936,1.4814
08/20/08,1,1.6924,1.564,0.7932,1.4734
08/19/08,1,1.6931,1.5637,0.7885,1.4677
08/18/08,1,1.6837,1.5558,0.7881,1.4704
08/17/08,1,1.7031,1.5685,0.7907,1.4729
08/16/08,1,1.7031,1.5685,0.7907,1.4729
08/15/08,1,1.7031,1.5685,0.7907,1.4729
08/14/08,1,1.701,1.5775,0.7953,1.4907
08/13/08,1,1.712,1.5916,0.7942,1.4903
08/12/08,1,1.7048,1.5936,0.7844,1.4907
08/11/08,1,1.685,1.6013,0.7817,1.5012
08/10/08,1,1.6885,1.6075,0.7841,1.5074
08/09/08,1,1.6885,1.6075,0.7841,1.5074
08/08/08,1,1.6885,1.6075,0.7841,1.5074
08/07/08,1,1.6986,1.6201,0.7926,1.5471
08/06/08,1,1.692,1.6159,0.7921,1.5478
08/05/08,1,1.689,1.6168,0.7929,1.5487
08/04/08,1,1.6697,1.6035,0.7917,1.5566
08/03/08,1,1.6662,1.598,0.7879,1.5574
08/02/08,1,1.6662,1.598,0.7879,1.5574
08/01/08,1,1.6662,1.598,0.7879,1.5574
07/31/08,1,1.6545,1.597,0.789,1.5611
07/30/08,1,1.6468,1.5945,0.7867,1.5589
07/29/08,1,1.6454,1.6087,0.7898,1.5705
07/28/08,1,1.6466,1.6087,0.7925,1.5746
07/27/08,1,1.6438,1.5968,0.7888,1.5734
07/26/08,1,1.6438,1.5968,0.7888,1.5734
07/25/08,1,1.6438,1.5968,0.7888,1.5734
07/24/08,1,1.6319,1.5832,0.789,1.5677
07/23/08,1,1.633,1.5869,0.7872,1.5741
07/22/08,1,1.6284,1.5943,0.7936,1.5919
07/21/08,1,1.626,1.5921,0.7946,1.5858
07/20/08,1,1.6288,1.5901,0.7932,1.5816
07/19/08,1,1.6288,1.5901,0.7932,1.5816
07/18/08,1,1.6288,1.5901,0.7932,1.5816
07/17/08,1,1.6246,1.586,0.7914,1.5849
07/16/08,1,1.627,1.592,0.794,1.5888
07/15/08,1,1.628,1.5979,0.7956,1.599
07/14/08,1,1.6369,1.5995,0.7975,1.5847
07/13/08,1,1.6423,1.609,0.7992,1.5835
07/12/08,1,1.6423,1.609,0.7992,1.5835
07/11/08,1,1.6423,1.609,0.7992,1.5835
07/10/08,1,1.6357,1.5878,0.7957,1.5708
07/09/08,1,1.6502,1.5953,0.7966,1.5715
07/08/08,1,1.6476,1.5973,0.7944,1.5687
07/07/08,1,1.6363,1.5988,0.7963,1.5651
07/06/08,1,1.628,1.593,0.7908,1.5671
07/05/08,1,1.628,1.593,0.7908,1.5671
07/04/08,1,1.628,1.593,0.7908,1.5671
07/03/08,1,1.6509,1.6117,0.7992,1.5885
07/02/08,1,1.6438,1.6142,0.7952,1.5806
07/01/08,1,1.6519,1.6063,0.7909,1.5775
06/30/08,1,1.6371,1.5942,0.7923,1.5764
06/29/08,1,1.6383,1.585,0.7924,1.5748
06/28/08,1,1.6383,1.585,0.7924,1.5748
06/27/08,1,1.6383,1.585,0.7924,1.5748
06/26/08,1,1.6389,1.5899,0.792,1.5731
06/25/08,1,1.6308,1.5786,0.7907,1.5599
06/24/08,1,1.6326,1.5823,0.791,1.5568
06/23/08,1,1.6305,1.5768,0.7916,1.5521
06/22/08,1,1.6352,1.5805,0.7897,1.561
06/21/08,1,1.6352,1.5805,0.7897,1.561
06/20/08,1,1.6352,1.5805,0.7897,1.561
06/19/08,1,1.6344,1.5712,0.7863,1.5481
06/18/08,1,1.6461,1.5797,0.7933,1.5493
06/17/08,1,1.6472,1.5816,0.7944,1.5477
06/16/08,1,1.6434,1.5888,0.7873,1.5459
06/15/08,1,1.6394,1.5747,0.7884,1.5336
06/14/08,1,1.6394,1.5747,0.7884,1.5336
06/13/08,1,1.6394,1.5747,0.7884,1.5336
06/12/08,1,1.6495,1.5806,0.7912,1.5417
06/11/08,1,1.6376,1.5777,0.7915,1.5515
06/10/08,1,1.6335,1.5979,0.7934,1.5526
06/09/08,1,1.6414,1.6136,0.7974,1.5784
06/08/08,1,1.626,1.5906,0.7971,1.5597
06/07/08,1,1.626,1.5906,0.7971,1.5597
06/06/08,1,1.626,1.5906,0.7971,1.5597
06/05/08,1,1.6169,1.5727,0.7897,1.5402
06/04/08,1,1.61,1.561,0.7902,1.5466
06/03/08,1,1.6272,1.562,0.7911,1.5593
06/02/08,1,1.6243,1.546,0.7915,1.5521
06/01/08,1,1.6212,1.5382,0.786,1.5508
05/31/08,1,1.6212,1.5382,0.786,1.5508
05/30/08,1,1.6212,1.5382,0.786,1.5508
05/29/08,1,1.6214,1.5302,0.7866,1.5551
05/28/08,1,1.6339,1.5578,0.7932,1.5656
05/27/08,1,1.6371,1.5571,0.797,1.576
05/26/08,1,1.642,1.5588,0.7966,1.5761
05/25/08,1,1.6376,1.5533,0.7944,1.5742
05/24/08,1,1.6376,1.5533,0.7944,1.5742
05/23/08,1,1.6376,1.5533,0.7944,1.5742
05/22/08,1,1.64,1.5494,0.7941,1.5755
05/21/08,1,1.6346,1.5509,0.8015,1.5753
05/20/08,1,1.6294,1.5502,0.7964,1.5639
05/19/08,1,1.6325,1.5487,0.7976,1.5577
05/18/08,1,1.632,1.5466,0.7959,1.5498
05/17/08,1,1.632,1.5466,0.7959,1.5498
05/16/08,1,1.632,1.5466,0.7959,1.5498
05/15/08,1,1.6541,1.5496,0.7972,1.5474
05/14/08,1,1.6558,1.5407,0.7951,1.5439
05/13/08,1,1.6408,1.5562,0.7938,1.5473
05/12/08,1,1.6374,1.5509,0.7889,1.543
05/11/08,1,1.6466,1.5592,0.7938,1.5458
05/10/08,1,1.6466,1.5592,0.7938,1.5458
05/09/08,1,1.6466,1.5592,0.7938,1.5458
05/08/08,1,1.6312,1.5548,0.7851,1.5347
05/07/08,1,1.6312,1.5462,0.7887,1.543
05/06/08,1,1.6448,1.5719,0.7881,1.5528
05/05/08,1,1.6424,1.5717,0.7852,1.546
05/04/08,1,1.6554,1.5715,0.779,1.5458
05/03/08,1,1.6554,1.5715,0.779,1.5458
05/02/08,1,1.6554,1.5715,0.779,1.5458
05/01/08,1,1.6614,1.5689,0.7902,1.554
04/30/08,1,1.6614,1.5689,0.7902,1.554
04/29/08,1,1.671,1.5782,0.789,1.5571
04/28/08,1,1.6666,1.5853,0.7847,1.5628
04/27/08,1,1.6744,1.5861,0.7861,1.5596
04/26/08,1,1.6744,1.5861,0.7861,1.5596
04/25/08,1,1.6744,1.5861,0.7861,1.5596
04/24/08,1,1.6689,1.6042,0.798,1.5769
04/23/08,1,1.6755,1.6154,0.8035,1.594
04/22/08,1,1.6851,1.6039,0.7998,1.5931
04/21/08,1,1.6873,1.5935,0.8007,1.5898
04/20/08,1,1.6882,1.5957,0.7907,1.578
04/19/08,1,1.6882,1.5957,0.7907,1.578
04/18/08,1,1.6882,1.5957,0.7907,1.578
04/17/08,1,1.6935,1.5896,0.8017,1.5872
04/16/08,1,1.7069,1.6073,0.8061,1.5928
04/15/08,1,1.7121,1.6168,0.8049,1.5828
04/14/08,1,1.7158,1.6223,0.7986,1.5869
04/13/08,1,1.7024,1.6139,0.8017,1.5833
04/12/08,1,1.7024,1.6139,0.8017,1.5833
04/11/08,1,1.7024,1.6139,0.8017,1.5833
04/10/08,1,1.702,1.6166,0.8011,1.5875
04/09/08,1,1.6941,1.6022,0.7977,1.5726
04/08/08,1,1.6968,1.591,0.7974,1.5694
04/07/08,1,1.6977,1.5804,0.7894,1.5693
04/06/08,1,1.711,1.5822,0.7855,1.5722
04/05/08,1,1.711,1.5822,0.7855,1.5722
04/04/08,1,1.711,1.5822,0.7855,1.5722
04/03/08,1,1.7065,1.5722,0.7832,1.5526
04/02/08,1,1.7145,1.5896,0.7885,1.5632
04/01/08,1,1.7215,1.6069,0.7888,1.566
03/31/08,1,1.7334,1.6226,0.7958,1.5812
03/30/08,1,1.7171,1.608,0.7908,1.5796
03/29/08,1,1.7171,1.608,0.7908,1.5796
03/28/08,1,1.7171,1.608,0.7908,1.5796
03/27/08,1,1.7088,1.6085,0.7829,1.5786
03/26/08,1,1.7043,1.5949,0.7881,1.571
03/25/08,1,1.7036,1.587,0.7811,1.5569
03/24/08,1,1.7087,1.5817,0.7783,1.5423
03/23/08,1,1.7087,1.5817,0.7783,1.5423
03/22/08,1,1.7087,1.5817,0.7783,1.5423
03/21/08,1,1.7087,1.5817,0.7783,1.5423
03/20/08,1,1.7087,1.5817,0.7783,1.5423
03/19/08,1,1.6841,1.5635,0.7859,1.5692
03/18/08,1,1.6974,1.5674,0.7817,1.5771
03/17/08,1,1.7102,1.5689,0.7857,1.577
03/16/08,1,1.6531,1.5479,0.7676,1.5561
03/15/08,1,1.6531,1.5479,0.7676,1.5561
03/14/08,1,1.6531,1.5479,0.7676,1.5561
03/13/08,1,1.6616,1.5362,0.7658,1.5577
03/12/08,1,1.6654,1.5302,0.7666,1.5477
03/11/08,1,1.6603,1.5261,0.7646,1.5379
03/10/08,1,1.6601,1.5194,0.7605,1.534
03/09/08,1,1.6481,1.5069,0.7647,1.5417
03/08/08,1,1.6481,1.5069,0.7647,1.5417
03/07/08,1,1.6481,1.5069,0.7647,1.5417
03/06/08,1,1.6351,1.5097,0.7638,1.5319
03/05/08,1,1.6405,1.5084,0.7685,1.5196
03/04/08,1,1.6304,1.5035,0.7656,1.5206
03/03/08,1,1.6274,1.4948,0.766,1.5203
03/02/08,1,1.6226,1.4895,0.7652,1.5167
03/01/08,1,1.6226,1.4895,0.7652,1.5167
02/29/08,1,1.6226,1.4895,0.7652,1.5167
02/28/08,1,1.6038,1.4779,0.7614,1.5121
02/27/08,1,1.6021,1.4742,0.7576,1.5044
02/26/08,1,1.6048,1.4722,0.7536,1.4874
02/25/08,1,1.6017,1.4885,0.7537,1.4817
02/24/08,1,1.6079,1.4995,0.7548,1.4848
02/23/08,1,1.6079,1.4995,0.7548,1.4848
02/22/08,1,1.6079,1.4995,0.7548,1.4848
02/21/08,1,1.6037,1.4925,0.7527,1.4736
02/20/08,1,1.6031,1.4899,0.7544,1.4656
02/19/08,1,1.5984,1.4836,0.7555,1.4742
02/18/08,1,1.604,1.4732,0.7503,1.4636
02/17/08,1,1.6189,1.4635,0.7478,1.4674
02/16/08,1,1.6189,1.4635,0.7478,1.4674
02/15/08,1,1.6189,1.4635,0.7478,1.4674
02/14/08,1,1.6164,1.456,0.7416,1.4626
02/13/08,1,1.6251,1.4562,0.7432,1.4586
02/12/08,1,1.6057,1.4525,0.7451,1.4538
02/11/08,1,1.6061,1.4536,0.7462,1.4542
02/10/08,1,1.6233,1.4537,0.7448,1.4513
02/09/08,1,1.6233,1.4537,0.7448,1.4513
02/08/08,1,1.6233,1.4537,0.7448,1.4513
02/07/08,1,1.6367,1.4732,0.7491,1.4569
02/06/08,1,1.6315,1.4705,0.747,1.4621
02/05/08,1,1.6263,1.467,0.7461,1.4688
02/04/08,1,1.6336,1.4824,0.7502,1.4829
02/03/08,1,1.651,1.4847,0.7496,1.4889
02/02/08,1,1.651,1.4847,0.7496,1.4889
02/01/08,1,1.651,1.4847,0.7496,1.4889
01/31/08,1,1.6682,1.4846,0.7477,1.487
01/30/08,1,1.6654,1.4724,0.7434,1.481
01/29/08,1,1.6641,1.4759,0.743,1.4773
01/28/08,1,1.6703,1.4843,0.743,1.4755
01/27/08,1,1.6652,1.4819,0.7425,1.4705
01/26/08,1,1.6652,1.4819,0.7425,1.4705
01/25/08,1,1.6652,1.4819,0.7425,1.4705
01/24/08,1,1.6763,1.4893,0.7469,1.4663
01/23/08,1,1.6883,1.4987,0.7472,1.4574
01/22/08,1,1.6876,1.4953,0.7427,1.4494
01/21/08,1,1.6734,1.493,0.7433,1.4482
01/20/08,1,1.6697,1.5024,0.7481,1.4674
01/19/08,1,1.6697,1.5024,0.7481,1.4674
01/18/08,1,1.6697,1.5024,0.7481,1.4674
01/17/08,1,1.6642,1.5007,0.7462,1.4691
01/16/08,1,1.6806,1.5122,0.754,1.4792
01/15/08,1,1.6533,1.5096,0.7565,1.4886
01/14/08,1,1.6555,1.5172,0.76,1.4895
01/13/08,1,1.6545,1.5082,0.7555,1.4792
01/12/08,1,1.6545,1.5082,0.7555,1.4792
01/11/08,1,1.6545,1.5082,0.7555,1.4792
01/10/08,1,1.6611,1.4787,0.7493,1.4662
01/09/08,1,1.661,1.4739,0.7487,1.468
01/08/08,1,1.6712,1.4724,0.7445,1.4705
01/07/08,1,1.6856,1.4714,0.7463,1.4723
01/06/08,1,1.671,1.4553,0.745,1.4727
01/05/08,1,1.671,1.4553,0.745,1.4727
01/04/08,1,1.671,1.4553,0.745,1.4727
01/03/08,1,1.674,1.4666,0.7448,1.4753
01/02/08,1,1.6673,1.4515,0.7413,1.4688
01/01/08,1,1.6757,1.4449,0.7334,1.4721
12/31/07,1,1.6757,1.4449,0.7334,1.4721
12/30/07,1,1.6731,1.4389,0.7348,1.4692
12/29/07,1,1.6731,1.4389,0.7348,1.4692
12/28/07,1,1.6731,1.4389,0.7348,1.4692
12/27/07,1,1.6624,1.4265,0.7289,1.4516
12/26/07,1,1.6527,1.4217,0.7271,1.4398
12/25/07,1,1.6527,1.4217,0.7271,1.4398
12/24/07,1,1.6527,1.4217,0.7271,1.4398
12/23/07,1,1.6613,1.4356,0.7236,1.438
12/22/07,1,1.6613,1.4356,0.7236,1.438
12/21/07,1,1.6613,1.4356,0.7236,1.438
12/20/07,1,1.672,1.4338,0.7215,1.4349
12/19/07,1,1.6724,1.4461,0.7175,1.4385
12/18/07,1,1.6703,1.4503,0.7149,1.4416
12/17/07,1,1.6766,1.4561,0.7137,1.4393
12/16/07,1,1.6704,1.485,0.7157,1.4509
12/15/07,1,1.6704,1.485,0.7157,1.4509
12/14/07,1,1.6704,1.485,0.7157,1.4509
12/13/07,1,1.6724,1.4915,0.7194,1.4683
12/12/07,1,1.6644,1.486,0.7196,1.4675
12/11/07,1,1.6575,1.482,0.716,1.4672
12/10/07,1,1.6707,1.48,0.7195,1.4718
12/09/07,1,1.6712,1.4708,0.7202,1.4649
12/08/07,1,1.6712,1.4708,0.7202,1.4649
12/07/07,1,1.6712,1.4708,0.7202,1.4649
12/06/07,1,1.6726,1.4817,0.7185,1.4554
12/05/07,1,1.695,1.4975,0.7224,1.472
12/04/07,1,1.6843,1.4815,0.7149,1.4741
12/03/07,1,1.6612,1.4682,0.7107,1.4666
12/02/07,1,1.6643,1.4695,0.7146,1.4761
12/01/07,1,1.6643,1.4695,0.7146,1.4761
11/30/07,1,1.6643,1.4695,0.7146,1.4761
