Date,CAD,AUD,EUR,GBP,USD
05/19/09,1,1.1148,0.6348,0.5582,0.864
05/18/09,1,1.1266,0.6338,0.5593,0.8552
05/17/09,1,1.1277,0.6292,0.5603,0.8505
05/16/09,1,1.1277,0.6292,0.5603,0.8505
05/15/09,1,1.1277,0.6292,0.5603,0.8505
05/14/09,1,1.1342,0.6261,0.5623,0.8492
05/13/09,1,1.1295,0.6316,0.5683,0.8605
05/12/09,1,1.1256,0.6303,0.5631,0.8625
05/11/09,1,1.1377,0.6379,0.5732,0.8659
05/10/09,1,1.1361,0.6418,0.5716,0.8616
05/09/09,1,1.1361,0.6418,0.5716,0.8616
05/08/09,1,1.1361,0.6418,0.5716,0.8616
05/07/09,1,1.1299,0.6423,0.5682,0.8583
05/06/09,1,1.142,0.6374,0.5648,0.8491
05/05/09,1,1.1486,0.6382,0.5654,0.8554
05/04/09,1,1.1498,0.6377,0.5674,0.8432
05/03/09,1,1.1495,0.6335,0.5659,0.8409
05/02/09,1,1.1495,0.6335,0.5659,0.8409
05/01/09,1,1.1495,0.6335,0.5659,0.8409
04/30/09,1,1.1495,0.6335,0.5659,0.8409
04/29/09,1,1.1563,0.6273,0.5638,0.8321
04/28/09,1,1.1629,0.6282,0.5593,0.8162
04/27/09,1,1.1532,0.6268,0.5646,0.8227
04/26/09,1,1.1415,0.6203,0.562,0.8208
04/25/09,1,1.1415,0.6203,0.562,0.8208
04/24/09,1,1.1415,0.6203,0.562,0.8208
04/23/09,1,1.1363,0.6208,0.5567,0.8102
04/22/09,1,1.1406,0.6209,0.5515,0.8039
04/21/09,1,1.1531,0.623,0.5536,0.8057
04/20/09,1,1.1502,0.6256,0.5565,0.8111
04/19/09,1,1.1461,0.6323,0.5582,0.8257
04/18/09,1,1.1461,0.6323,0.5582,0.8257
04/17/09,1,1.1461,0.6323,0.5582,0.8257
04/16/09,1,1.1538,0.63,0.5579,0.8313
04/15/09,1,1.1467,0.6248,0.5512,0.8231
04/14/09,1,1.1305,0.6205,0.5531,0.8237
04/13/09,1,1.1388,0.6124,0.5539,0.8129
04/12/09,1,1.1388,0.6124,0.5539,0.8129
04/11/09,1,1.1388,0.6124,0.5539,0.8129
04/10/09,1,1.1388,0.6124,0.5539,0.8129
04/09/09,1,1.1388,0.6124,0.5539,0.8129
04/08/09,1,1.141,0.612,0.5504,0.8097
04/07/09,1,1.1342,0.606,0.5485,0.8033
04/06/09,1,1.138,0.6004,0.5435,0.8103
04/05/09,1,1.129,0.6001,0.5457,0.8056
04/04/09,1,1.129,0.6001,0.5457,0.8056
04/03/09,1,1.129,0.6001,0.5457,0.8056
04/02/09,1,1.1239,0.5979,0.5458,0.8007
04/01/09,1,1.1382,0.5965,0.5492,0.7901
03/31/09,1,1.1517,0.5993,0.5579,0.7976
03/30/09,1,1.1726,0.6049,0.562,0.798
03/29/09,1,1.1693,0.6081,0.5646,0.8084
03/28/09,1,1.1693,0.6081,0.5646,0.8084
03/27/09,1,1.1693,0.6081,0.5646,0.8084
03/26/09,1,1.1581,0.5986,0.5576,0.8144
03/25/09,1,1.1634,0.6025,0.5568,0.813
03/24/09,1,1.1679,0.6039,0.5559,0.8156
03/23/09,1,1.1625,0.5969,0.5548,0.8093
03/22/09,1,1.1738,0.5963,0.5602,0.8079
03/21/09,1,1.1738,0.5963,0.5602,0.8079
03/20/09,1,1.1738,0.5963,0.5602,0.8079
03/19/09,1,1.1816,0.5977,0.5621,0.8171
03/18/09,1,1.1979,0.6038,0.567,0.7927
03/17/09,1,1.1897,0.6062,0.5617,0.7846
03/16/09,1,1.1902,0.6048,0.5568,0.7888
03/15/09,1,1.1934,0.6093,0.5617,0.7863
03/14/09,1,1.1934,0.6093,0.5617,0.7863
03/13/09,1,1.1934,0.6093,0.5617,0.7863
03/12/09,1,1.202,0.6075,0.5655,0.7765
03/11/09,1,1.2041,0.6126,0.5669,0.7832
03/10/09,1,1.2137,0.6117,0.5645,0.7819
03/09/09,1,1.212,0.6096,0.5556,0.7659
03/08/09,1,1.2168,0.6151,0.5474,0.7786
03/07/09,1,1.2168,0.6151,0.5474,0.7786
03/06/09,1,1.2168,0.6151,0.5474,0.7786
03/05/09,1,1.2128,0.6196,0.5516,0.7779
03/04/09,1,1.2113,0.619,0.551,0.7771
03/03/09,1,1.2096,0.6166,0.5523,0.7778
03/02/09,1,1.2243,0.6162,0.5504,0.7761
03/01/09,1,1.2444,0.6256,0.5587,0.791
02/28/09,1,1.2444,0.6256,0.5587,0.791
02/27/09,1,1.2444,0.6256,0.5587,0.791
02/26/09,1,1.2332,0.6295,0.5611,0.8047
02/25/09,1,1.2344,0.6271,0.5571,0.8023
02/24/09,1,1.2376,0.6252,0.5499,0.7979
02/23/09,1,1.2372,0.625,0.5487,0.7998
02/22/09,1,1.241,0.6285,0.5537,0.7913
02/21/09,1,1.241,0.6285,0.5537,0.7913
02/20/09,1,1.241,0.6285,0.5537,0.7913
02/19/09,1,1.235,0.6302,0.556,0.8007
02/18/09,1,1.242,0.6296,0.557,0.7931
02/17/09,1,1.2375,0.6266,0.5546,0.7917
02/16/09,1,1.2332,0.6285,0.5622,0.8022
02/15/09,1,1.2255,0.6316,0.5584,0.8099
02/14/09,1,1.2255,0.6316,0.5584,0.8099
02/13/09,1,1.2255,0.6316,0.5584,0.8099
02/12/09,1,1.2407,0.6252,0.5646,0.8024
02/11/09,1,1.2235,0.6197,0.5577,0.8017
02/10/09,1,1.2227,0.6303,0.5528,0.8173
02/09/09,1,1.2059,0.6262,0.5454,0.8146
02/08/09,1,1.2129,0.625,0.5441,0.7997
02/07/09,1,1.2129,0.625,0.5441,0.7997
02/06/09,1,1.2129,0.625,0.5441,0.7997
02/05/09,1,1.2508,0.6326,0.5555,0.8116
02/04/09,1,1.256,0.6278,0.5588,0.8047
02/03/09,1,1.2525,0.6227,0.5623,0.8002
02/02/09,1,1.2819,0.6309,0.5699,0.805
02/01/09,1,1.2655,0.6291,0.5649,0.8063
01/31/09,1,1.2655,0.6291,0.5649,0.8063
01/30/09,1,1.2655,0.6291,0.5649,0.8063
01/29/09,1,1.2493,0.6264,0.5746,0.8213
01/28/09,1,1.2261,0.6188,0.5738,0.8205
01/27/09,1,1.2282,0.6177,0.5776,0.8137
01/26/09,1,1.2464,0.6304,0.5922,0.8188
01/25/09,1,1.233,0.6216,0.5835,0.7954
01/24/09,1,1.233,0.6216,0.5835,0.7954
01/23/09,1,1.233,0.6216,0.5835,0.7954
01/22/09,1,1.2078,0.6101,0.576,0.7921
01/21/09,1,1.2198,0.6118,0.5742,0.7898
01/20/09,1,1.2015,0.6111,0.569,0.7901
01/19/09,1,1.1902,0.6064,0.5486,0.7993
01/18/09,1,1.1933,0.6085,0.5411,0.8075
01/17/09,1,1.1933,0.6085,0.5411,0.8075
01/16/09,1,1.1933,0.6085,0.5411,0.8075
01/15/09,1,1.2104,0.6108,0.5476,0.7992
01/14/09,1,1.2245,0.6194,0.5626,0.816
01/13/09,1,1.2178,0.6127,0.5583,0.8126
01/12/09,1,1.2158,0.6242,0.559,0.836
01/11/09,1,1.1968,0.6178,0.5528,0.8454
01/10/09,1,1.1968,0.6178,0.5528,0.8454
01/09/09,1,1.1968,0.6178,0.5528,0.8454
01/08/09,1,1.1843,0.6118,0.5466,0.8331
01/07/09,1,1.1725,0.6226,0.563,0.8465
01/06/09,1,1.1815,0.6309,0.5789,0.8411
01/05/09,1,1.1647,0.607,0.568,0.8244
01/04/09,1,1.1737,0.5902,0.5672,0.8184
01/03/09,1,1.1737,0.5902,0.5672,0.8184
01/02/09,1,1.1737,0.5902,0.5672,0.8184
01/01/09,1,1.1927,0.5883,0.5604,0.8187
12/31/08,1,1.1927,0.5883,0.5604,0.8187
12/30/08,1,1.1791,0.577,0.5621,0.8135
12/29/08,1,1.1831,0.5744,0.5621,0.8197
12/28/08,1,1.2094,0.5888,0.5589,0.8246
12/27/08,1,1.2094,0.5888,0.5589,0.8246
12/26/08,1,1.2094,0.5888,0.5589,0.8246
12/25/08,1,1.2094,0.5888,0.5589,0.8246
12/24/08,1,1.2094,0.5888,0.5589,0.8246
12/23/08,1,1.1996,0.5868,0.5539,0.8203
12/22/08,1,1.2165,0.5966,0.5627,0.8334
12/21/08,1,1.1971,0.5848,0.5431,0.8152
12/20/08,1,1.1971,0.5848,0.5431,0.8152
12/19/08,1,1.1971,0.5848,0.5431,0.8152
12/18/08,1,1.1894,0.5736,0.5455,0.8384
12/17/08,1,1.2038,0.5881,0.5402,0.8268
12/16/08,1,1.2104,0.5941,0.5309,0.8133
12/15/08,1,1.223,0.604,0.5433,0.8161
12/14/08,1,1.2225,0.6025,0.5376,0.8037
12/13/08,1,1.2225,0.6025,0.5376,0.8037
12/12/08,1,1.2225,0.6025,0.5376,0.8037
12/11/08,1,1.214,0.6104,0.5414,0.8066
12/10/08,1,1.2068,0.6137,0.5359,0.7932
12/09/08,1,1.2118,0.6184,0.5387,0.7939
12/08/08,1,1.206,0.6224,0.5384,0.8
12/07/08,1,1.2165,0.6115,0.5299,0.7744
12/06/08,1,1.2165,0.6115,0.5299,0.7744
12/05/08,1,1.2165,0.6115,0.5299,0.7744
12/04/08,1,1.2311,0.627,0.5409,0.7913
12/03/08,1,1.2379,0.6308,0.5392,0.7963
12/02/08,1,1.2441,0.6347,0.5375,0.8059
12/01/08,1,1.2495,0.6359,0.5352,0.8018
11/30/08,1,1.2382,0.6339,0.5261,0.8068
11/29/08,1,1.2382,0.6339,0.5261,0.8068
11/28/08,1,1.2382,0.6339,0.5261,0.8068
11/27/08,1,1.2354,0.6275,0.5244,0.8094
11/26/08,1,1.2507,0.6256,0.529,0.8092
11/25/08,1,1.2623,0.6285,0.5365,0.8051
11/24/08,1,1.2357,0.6198,0.5279,0.7917
11/23/08,1,1.2555,0.6192,0.5207,0.7803
11/22/08,1,1.2555,0.6192,0.5207,0.7803
11/21/08,1,1.2555,0.6192,0.5207,0.7803
11/20/08,1,1.2601,0.6324,0.5325,0.7931
11/19/08,1,1.2503,0.6396,0.5372,0.8081
11/18/08,1,1.2544,0.6429,0.5414,0.8135
11/17/08,1,1.2534,0.6451,0.5472,0.8167
11/16/08,1,1.2449,0.645,0.5546,0.8175
11/15/08,1,1.2449,0.645,0.5546,0.8175
11/14/08,1,1.2449,0.645,0.5546,0.8175
11/13/08,1,1.2671,0.6466,0.5459,0.8099
11/12/08,1,1.25,0.6582,0.5418,0.8247
11/11/08,1,1.2545,0.6593,0.5371,0.8404
11/10/08,1,1.2337,0.6618,0.5404,0.8531
11/09/08,1,1.2543,0.6569,0.531,0.8379
11/08/08,1,1.2543,0.6569,0.531,0.8379
11/07/08,1,1.2543,0.6569,0.531,0.8379
11/06/08,1,1.2539,0.6679,0.5377,0.8529
11/05/08,1,1.2525,0.673,0.5428,0.8662
11/04/08,1,1.2412,0.6689,0.5402,0.8576
11/03/08,1,1.2452,0.6519,0.5195,0.8359
11/02/08,1,1.2274,0.6377,0.5018,0.8135
11/01/08,1,1.2274,0.6377,0.5018,0.8135
10/31/08,1,1.2274,0.6377,0.5018,0.8135
10/30/08,1,1.2234,0.6371,0.5037,0.8304
10/29/08,1,1.2238,0.6221,0.4951,0.7944
10/28/08,1,1.242,0.6198,0.4946,0.7764
10/27/08,1,1.2772,0.6262,0.5049,0.7803
10/26/08,1,1.2821,0.6252,0.504,0.7875
10/25/08,1,1.2821,0.6252,0.504,0.7875
10/24/08,1,1.2821,0.6252,0.504,0.7875
10/23/08,1,1.1896,0.6141,0.4862,0.7866
10/22/08,1,1.1855,0.6216,0.4899,0.7983
10/21/08,1,1.2104,0.6278,0.4878,0.8277
10/20/08,1,1.2176,0.6289,0.4853,0.8443
10/19/08,1,1.231,0.6275,0.4864,0.8411
10/18/08,1,1.231,0.6275,0.4864,0.8411
10/17/08,1,1.231,0.6275,0.4864,0.8411
10/16/08,1,1.2468,0.6228,0.4875,0.8412
10/15/08,1,1.2361,0.6316,0.4902,0.8605
10/14/08,1,1.2183,0.639,0.4991,0.8787
10/13/08,1,1.2777,0.6288,0.4939,0.8576
10/12/08,1,1.2967,0.6314,0.5038,0.8573
10/11/08,1,1.2967,0.6314,0.5038,0.8573
10/10/08,1,1.2967,0.6314,0.5038,0.8573
10/09/08,1,1.2666,0.6494,0.5127,0.8886
10/08/08,1,1.3255,0.662,0.517,0.909
10/07/08,1,1.2531,0.6671,0.5185,0.9093
10/06/08,1,1.232,0.6763,0.5226,0.922
10/05/08,1,1.1947,0.6712,0.5259,0.9285
10/04/08,1,1.1947,0.6712,0.5259,0.9285
10/03/08,1,1.1947,0.6712,0.5259,0.9285
10/02/08,1,1.194,0.6755,0.5317,0.9391
10/01/08,1,1.1841,0.6706,0.531,0.9443
09/30/08,1,1.1857,0.6684,0.5282,0.956
09/29/08,1,1.1799,0.6698,0.5331,0.9611
09/28/08,1,1.1661,0.6602,0.5247,0.9665
09/27/08,1,1.1661,0.6602,0.5247,0.9665
09/26/08,1,1.1661,0.6602,0.5247,0.9665
09/25/08,1,1.1503,0.6577,0.5209,0.9668
09/24/08,1,1.1548,0.6577,0.5211,0.9661
09/23/08,1,1.1495,0.6565,0.5219,0.967
09/22/08,1,1.1392,0.6534,0.5175,0.952
09/21/08,1,1.1551,0.6599,0.5195,0.9394
09/20/08,1,1.1551,0.6599,0.5195,0.9394
09/19/08,1,1.1551,0.6599,0.5195,0.9394
09/18/08,1,1.1671,0.6498,0.5162,0.9423
09/17/08,1,1.1798,0.6589,0.524,0.9373
09/16/08,1,1.175,0.6543,0.5218,0.9335
09/15/08,1,1.1588,0.6605,0.5244,0.9347
09/14/08,1,1.16,0.6651,0.5295,0.9355
09/13/08,1,1.16,0.6651,0.5295,0.9355
09/12/08,1,1.16,0.6651,0.5295,0.9355
09/11/08,1,1.1722,0.6689,0.5312,0.932
09/10/08,1,1.1624,0.6627,0.5315,0.934
09/09/08,1,1.1568,0.6653,0.5343,0.9411
09/08/08,1,1.1494,0.6626,0.5349,0.9419
09/07/08,1,1.1589,0.6582,0.5326,0.9377
09/06/08,1,1.1589,0.6582,0.5326,0.9377
09/05/08,1,1.1589,0.6582,0.5326,0.9377
09/04/08,1,1.1293,0.6517,0.5298,0.9442
09/03/08,1,1.1189,0.6452,0.5247,0.9317
09/02/08,1,1.1234,0.6459,0.5251,0.9375
09/01/08,1,1.0995,0.6416,0.5208,0.9381
08/31/08,1,1.1003,0.6447,0.519,0.95
08/30/08,1,1.1003,0.6447,0.519,0.95
08/29/08,1,1.1003,0.6447,0.519,0.95
08/28/08,1,1.1028,0.647,0.5206,0.9557
08/27/08,1,1.1101,0.6486,0.5187,0.9578
08/26/08,1,1.1132,0.6502,0.5171,0.9492
08/25/08,1,1.1035,0.6483,0.5165,0.9574
08/24/08,1,1.0979,0.6451,0.5139,0.9552
08/23/08,1,1.0979,0.6451,0.5139,0.9552
08/22/08,1,1.0979,0.6451,0.5139,0.9552
08/21/08,1,1.0906,0.6411,0.5088,0.9497
08/20/08,1,1.0821,0.6394,0.5071,0.9421
08/19/08,1,1.0828,0.6395,0.5043,0.9386
08/18/08,1,1.0822,0.6428,0.5066,0.9451
08/17/08,1,1.0858,0.6376,0.5041,0.9391
08/16/08,1,1.0858,0.6376,0.5041,0.9391
08/15/08,1,1.0858,0.6376,0.5041,0.9391
08/14/08,1,1.0783,0.6339,0.5042,0.945
08/13/08,1,1.0756,0.6283,0.499,0.9364
08/12/08,1,1.0698,0.6275,0.4922,0.9354
08/11/08,1,1.0523,0.6245,0.4881,0.9375
08/10/08,1,1.0504,0.6221,0.4878,0.9377
08/09/08,1,1.0504,0.6221,0.4878,0.9377
08/08/08,1,1.0504,0.6221,0.4878,0.9377
08/07/08,1,1.0485,0.6172,0.4892,0.9549
08/06/08,1,1.0471,0.6189,0.4902,0.9579
08/05/08,1,1.0447,0.6185,0.4904,0.9579
08/04/08,1,1.0413,0.6236,0.4937,0.9708
08/03/08,1,1.0427,0.6258,0.493,0.9746
08/02/08,1,1.0427,0.6258,0.493,0.9746
08/01/08,1,1.0427,0.6258,0.493,0.9746
07/31/08,1,1.036,0.6262,0.494,0.9775
07/30/08,1,1.0328,0.6272,0.4934,0.9777
07/29/08,1,1.0228,0.6216,0.4909,0.9763
07/28/08,1,1.0236,0.6216,0.4926,0.9788
07/27/08,1,1.0294,0.6263,0.494,0.9853
07/26/08,1,1.0294,0.6263,0.494,0.9853
07/25/08,1,1.0294,0.6263,0.494,0.9853
07/24/08,1,1.0308,0.6316,0.4984,0.9902
07/23/08,1,1.0291,0.6302,0.4961,0.9919
07/22/08,1,1.0214,0.6272,0.4977,0.9985
07/21/08,1,1.0213,0.6281,0.4991,0.996
07/20/08,1,1.0243,0.6289,0.4988,0.9947
07/19/08,1,1.0243,0.6289,0.4988,0.9947
07/18/08,1,1.0243,0.6289,0.4988,0.9947
07/17/08,1,1.0243,0.6305,0.499,0.9993
07/16/08,1,1.022,0.6281,0.4987,0.998
07/15/08,1,1.0188,0.6258,0.4979,1.0007
07/14/08,1,1.0234,0.6252,0.4986,0.9907
07/13/08,1,1.0207,0.6215,0.4967,0.9842
07/12/08,1,1.0207,0.6215,0.4967,0.9842
07/11/08,1,1.0207,0.6215,0.4967,0.9842
07/10/08,1,1.0302,0.6298,0.5011,0.9893
07/09/08,1,1.0344,0.6268,0.4993,0.9851
07/08/08,1,1.0315,0.6261,0.4973,0.9821
07/07/08,1,1.0235,0.6255,0.4981,0.9789
07/06/08,1,1.022,0.6277,0.4964,0.9837
07/05/08,1,1.022,0.6277,0.4964,0.9837
07/04/08,1,1.022,0.6277,0.4964,0.9837
07/03/08,1,1.0243,0.6205,0.4959,0.9856
07/02/08,1,1.0183,0.6195,0.4926,0.9792
07/01/08,1,1.0284,0.6225,0.4924,0.9821
06/30/08,1,1.0269,0.6273,0.497,0.9888
06/29/08,1,1.0336,0.6309,0.4999,0.9936
06/28/08,1,1.0336,0.6309,0.4999,0.9936
06/27/08,1,1.0336,0.6309,0.4999,0.9936
06/26/08,1,1.0308,0.629,0.4981,0.9894
06/25/08,1,1.0331,0.6335,0.5009,0.9882
06/24/08,1,1.0318,0.632,0.4999,0.9839
06/23/08,1,1.0341,0.6342,0.502,0.9843
06/22/08,1,1.0346,0.6327,0.4996,0.9877
06/21/08,1,1.0346,0.6327,0.4996,0.9877
06/20/08,1,1.0346,0.6327,0.4996,0.9877
06/19/08,1,1.0402,0.6365,0.5004,0.9853
06/18/08,1,1.042,0.633,0.5022,0.9808
06/17/08,1,1.0415,0.6323,0.5023,0.9786
06/16/08,1,1.0344,0.6294,0.4955,0.973
06/15/08,1,1.0411,0.635,0.5006,0.9739
06/14/08,1,1.0411,0.635,0.5006,0.9739
06/13/08,1,1.0411,0.635,0.5006,0.9739
06/12/08,1,1.0436,0.6327,0.5006,0.9754
06/11/08,1,1.038,0.6338,0.5016,0.9834
06/10/08,1,1.0223,0.6258,0.4965,0.9717
06/09/08,1,1.0172,0.6197,0.4942,0.9782
06/08/08,1,1.0223,0.6287,0.5011,0.9806
06/07/08,1,1.0223,0.6287,0.5011,0.9806
06/06/08,1,1.0223,0.6287,0.5011,0.9806
06/05/08,1,1.0281,0.6358,0.5021,0.9793
06/04/08,1,1.0314,0.6406,0.5062,0.9908
06/03/08,1,1.0417,0.6402,0.5064,0.9983
06/02/08,1,1.0506,0.6468,0.512,1.0039
06/01/08,1,1.054,0.6501,0.511,1.0082
05/31/08,1,1.054,0.6501,0.511,1.0082
05/30/08,1,1.054,0.6501,0.511,1.0082
05/29/08,1,1.0596,0.6535,0.5141,1.0163
05/28/08,1,1.0489,0.6419,0.5091,1.005
05/27/08,1,1.0514,0.6422,0.5118,1.0121
05/26/08,1,1.0534,0.6415,0.511,1.0111
05/25/08,1,1.0543,0.6438,0.5114,1.0135
05/24/08,1,1.0543,0.6438,0.5114,1.0135
05/23/08,1,1.0543,0.6438,0.5114,1.0135
05/22/08,1,1.0585,0.6454,0.5125,1.0168
05/21/08,1,1.054,0.6448,0.5168,1.0157
05/20/08,1,1.0511,0.6451,0.5137,1.0088
05/19/08,1,1.0541,0.6457,0.515,1.0058
05/18/08,1,1.0552,0.6466,0.5146,1.0021
05/17/08,1,1.0552,0.6466,0.5146,1.0021
05/16/08,1,1.0552,0.6466,0.5146,1.0021
05/15/08,1,1.0674,0.6453,0.5145,0.9986
05/14/08,1,1.0747,0.6491,0.5161,1.0021
05/13/08,1,1.0544,0.6426,0.5101,0.9943
05/12/08,1,1.0558,0.6448,0.5086,0.9949
05/11/08,1,1.0561,0.6414,0.5091,0.9914
05/10/08,1,1.0561,0.6414,0.5091,0.9914
05/09/08,1,1.0561,0.6414,0.5091,0.9914
05/08/08,1,1.0491,0.6432,0.5049,0.9871
05/07/08,1,1.055,0.6467,0.5101,0.9979
05/06/08,1,1.0464,0.6362,0.5014,0.9878
05/05/08,1,1.045,0.6363,0.4996,0.9836
05/04/08,1,1.0534,0.6363,0.4957,0.9836
05/03/08,1,1.0534,0.6363,0.4957,0.9836
05/02/08,1,1.0534,0.6363,0.4957,0.9836
05/01/08,1,1.059,0.6374,0.5036,0.9905
04/30/08,1,1.059,0.6374,0.5036,0.9905
04/29/08,1,1.0588,0.6336,0.4999,0.9866
04/28/08,1,1.0513,0.6308,0.495,0.9858
04/27/08,1,1.0557,0.6305,0.4956,0.9833
04/26/08,1,1.0557,0.6305,0.4956,0.9833
04/25/08,1,1.0557,0.6305,0.4956,0.9833
04/24/08,1,1.0403,0.6234,0.4974,0.983
04/23/08,1,1.0372,0.619,0.4974,0.9868
04/22/08,1,1.0506,0.6235,0.4987,0.9933
04/21/08,1,1.0589,0.6275,0.5025,0.9977
04/20/08,1,1.058,0.6267,0.4955,0.9889
04/19/08,1,1.058,0.6267,0.4955,0.9889
04/18/08,1,1.058,0.6267,0.4955,0.9889
04/17/08,1,1.0654,0.6291,0.5043,0.9985
04/16/08,1,1.062,0.6222,0.5015,0.991
04/15/08,1,1.0589,0.6185,0.4978,0.979
04/14/08,1,1.0576,0.6164,0.4923,0.9782
04/13/08,1,1.0548,0.6196,0.4967,0.981
04/12/08,1,1.0548,0.6196,0.4967,0.981
04/11/08,1,1.0548,0.6196,0.4967,0.981
04/10/08,1,1.0528,0.6186,0.4955,0.982
04/09/08,1,1.0574,0.6241,0.4979,0.9815
04/08/08,1,1.0665,0.6285,0.5012,0.9864
04/07/08,1,1.0742,0.6328,0.4995,0.993
04/06/08,1,1.0814,0.632,0.4965,0.9937
04/05/08,1,1.0814,0.632,0.4965,0.9937
04/04/08,1,1.0814,0.632,0.4965,0.9937
04/03/08,1,1.0854,0.6361,0.4982,0.9875
04/02/08,1,1.0786,0.6291,0.496,0.9834
04/01/08,1,1.0713,0.6223,0.4909,0.9745
03/31/08,1,1.0683,0.6163,0.4904,0.9745
03/30/08,1,1.0678,0.6219,0.4918,0.9823
03/29/08,1,1.0678,0.6219,0.4918,0.9823
03/28/08,1,1.0678,0.6219,0.4918,0.9823
03/27/08,1,1.0624,0.6217,0.4867,0.9814
03/26/08,1,1.0686,0.627,0.4941,0.985
03/25/08,1,1.0735,0.6301,0.4922,0.981
03/24/08,1,1.0803,0.6322,0.4921,0.9751
03/23/08,1,1.0803,0.6322,0.4921,0.9751
03/22/08,1,1.0803,0.6322,0.4921,0.9751
03/21/08,1,1.0803,0.6322,0.4921,0.9751
03/20/08,1,1.0803,0.6322,0.4921,0.9751
03/19/08,1,1.0771,0.6396,0.5027,1.0036
03/18/08,1,1.0829,0.638,0.4987,1.0062
03/17/08,1,1.0901,0.6374,0.5008,1.0052
03/16/08,1,1.068,0.646,0.4959,1.0053
03/15/08,1,1.068,0.646,0.4959,1.0053
03/14/08,1,1.068,0.646,0.4959,1.0053
03/13/08,1,1.0816,0.651,0.4985,1.014
03/12/08,1,1.0884,0.6535,0.501,1.0114
03/11/08,1,1.0879,0.6553,0.501,1.0077
03/10/08,1,1.0926,0.6582,0.5005,1.0096
03/09/08,1,1.0937,0.6636,0.5075,1.0231
03/08/08,1,1.0937,0.6636,0.5075,1.0231
03/07/08,1,1.0937,0.6636,0.5075,1.0231
03/06/08,1,1.0831,0.6624,0.5059,1.0147
03/05/08,1,1.0876,0.663,0.5095,1.0074
03/04/08,1,1.0844,0.6651,0.5092,1.0114
03/03/08,1,1.0887,0.669,0.5124,1.0171
03/02/08,1,1.0894,0.6714,0.5137,1.0183
03/01/08,1,1.0894,0.6714,0.5137,1.0183
02/29/08,1,1.0894,0.6714,0.5137,1.0183
02/28/08,1,1.0852,0.6766,0.5152,1.0231
02/27/08,1,1.0868,0.6783,0.5139,1.0205
02/26/08,1,1.0901,0.6793,0.5119,1.0103
02/25/08,1,1.076,0.6718,0.5063,0.9954
02/24/08,1,1.0723,0.6669,0.5034,0.9902
02/23/08,1,1.0723,0.6669,0.5034,0.9902
02/22/08,1,1.0723,0.6669,0.5034,0.9902
02/21/08,1,1.0745,0.67,0.5043,0.9873
02/20/08,1,1.076,0.6712,0.5063,0.9837
02/19/08,1,1.0774,0.674,0.5092,0.9937
02/18/08,1,1.0888,0.6788,0.5093,0.9935
02/17/08,1,1.1062,0.6833,0.511,1.0027
02/16/08,1,1.1062,0.6833,0.511,1.0027
02/15/08,1,1.1062,0.6833,0.511,1.0027
02/14/08,1,1.1102,0.6868,0.5093,1.0045
02/13/08,1,1.116,0.6867,0.5103,1.0016
02/12/08,1,1.1055,0.6885,0.513,1.0009
02/11/08,1,1.1049,0.6879,0.5133,1.0004
02/10/08,1,1.1167,0.6879,0.5123,0.9983
02/09/08,1,1.1167,0.6879,0.5123,0.9983
02/08/08,1,1.1167,0.6879,0.5123,0.9983
02/07/08,1,1.111,0.6788,0.5085,0.9889
02/06/08,1,1.1095,0.68,0.508,0.9943
02/05/08,1,1.1086,0.6817,0.5086,1.0012
02/04/08,1,1.102,0.6746,0.5061,1.0003
02/03/08,1,1.112,0.6735,0.5048,1.0028
02/02/08,1,1.112,0.6735,0.5048,1.0028
02/01/08,1,1.112,0.6735,0.5048,1.0028
01/31/08,1,1.1237,0.6736,0.5036,1.0016
01/30/08,1,1.1311,0.6792,0.5049,1.0058
01/29/08,1,1.1275,0.6776,0.5034,1.0009
01/28/08,1,1.1253,0.6737,0.5006,0.9941
01/27/08,1,1.1237,0.6748,0.501,0.9923
01/26/08,1,1.1237,0.6748,0.501,0.9923
01/25/08,1,1.1237,0.6748,0.501,0.9923
01/24/08,1,1.1256,0.6715,0.5015,0.9846
01/23/08,1,1.1265,0.6672,0.4986,0.9724
01/22/08,1,1.1286,0.6688,0.4967,0.9693
01/21/08,1,1.1208,0.6698,0.4978,0.97
01/20/08,1,1.1114,0.6656,0.4979,0.9767
01/19/08,1,1.1114,0.6656,0.4979,0.9767
01/18/08,1,1.1114,0.6656,0.4979,0.9767
01/17/08,1,1.1089,0.6664,0.4972,0.9789
01/16/08,1,1.1114,0.6613,0.4986,0.9782
01/15/08,1,1.0952,0.6624,0.5011,0.9861
01/14/08,1,1.0912,0.6591,0.5009,0.9817
01/13/08,1,1.097,0.663,0.5009,0.9808
01/12/08,1,1.097,0.663,0.5009,0.9808
01/11/08,1,1.097,0.663,0.5009,0.9808
01/10/08,1,1.1234,0.6763,0.5067,0.9915
01/09/08,1,1.1269,0.6785,0.5079,0.996
01/08/08,1,1.135,0.6792,0.5056,0.9987
01/07/08,1,1.1456,0.6796,0.5072,1.0006
01/06/08,1,1.1482,0.6871,0.5119,1.012
01/05/08,1,1.1482,0.6871,0.5119,1.012
01/04/08,1,1.1482,0.6871,0.5119,1.012
01/03/08,1,1.1414,0.6818,0.5078,1.0059
01/02/08,1,1.1487,0.6889,0.5107,1.0119
01/01/08,1,1.1597,0.6921,0.5075,1.0188
12/31/07,1,1.1597,0.6921,0.5075,1.0188
